"name","stat","opt","value","lb","gap.bkv.","gap.lb.","time","nodes","iterations","type"
"ARC83.IN2-68833","PROV","OPT",12,12,0,0,0.93,736,26608,"PA4"
"ARC83.IN2-75713","PROV","OPT",11,11,0,0,0.38,0,812,"PA4"
"ARC83.IN2-84123","PROV","OPT",10,10,0,0,0.24,0,859,"PA4"
"ARC83.IN2-88983","PROV","OPT",9,9,0,0,0.17,0,582,"PA4"
"ARC83.IN2-108163","PROV","OPT",8,8,0,0,4.33,2182,95238,"PA4"
"ARC111.IN2-57553","PROV","OPT",27,27,0,0,27.21,2487,152710,"PA4"
"ARC111.IN2-57853","PROV","OPT",27,27,0,0,47.24,3629,170627,"PA4"
"ARC111.IN2-60163","PROV","OPT",26,26,0,0,9.18,1233,58825,"PA4"
"ARC111.IN2-62673","PROV","OPT",25,25,0,0,7.24,1884,70551,"PA4"
"ARC111.IN2-65403","PROV","OPT",24,24,0,0,3.96,641,17506,"PA4"
"ARC111.IN2-68373","PROV","OPT",23,23,0,0,16.74,2551,71540,"PA4"
"ARC111.IN2-71623","PROV","OPT",22,22,0,0,3.69,790,18190,"PA4"
"ARC111.IN2-75203","FEAS","OPT",21,20,0,0,600.04,850608,14952818,"PA4"
"ARC111.IN2-79163","PROV","OPT",20,20,0,0,4.96,1173,25399,"PA4"
"ARC111.IN2-83563","PROV","OPT",19,19,0,0,2.73,331,12938,"PA4"
"ARC111.IN2-88473","PROV","OPT",18,18,0,0,15.7,1587,142183,"PA4"
"ARC111.IN2-94003","PROV","OPT",17,17,0,0,10.84,1440,101587,"PA4"
"ARC111.IN2-100273","PROV","OPT",16,16,0,0,8.67,1835,79778,"PA4"
"ARC111.IN2-107433","PROV","OPT",15,15,0,0,6.88,1607,71916,"PA4"
"ARC111.IN2-113783","PROV","OPT",14,14,0,0,1.48,145,5940,"PA4"
"ARC111.IN2-115703","FEAS","SUB",14,13,1,1,600,1160405,13071693,"PA4"
"ARC111.IN2-170673","PROV","OPT",9,9,0,0,0.63,134,4850,"PA4"
"BARTHOL2.IN2-843","INF","SUB",NA,NA,NA,NA,600,4532,679886,"PA4"
"BARTHOL2.IN2-853","INF","SUB",NA,NA,NA,NA,600,3196,1004233,"PA4"
"BARTHOL2.IN2-873","INF","SUB",NA,NA,NA,NA,600.01,4414,1417931,"PA4"
"BARTHOL2.IN2-893","INF","SUB",NA,NA,NA,NA,600.01,2399,878801,"PA4"
"BARTHOL2.IN2-913","INF","SUB",NA,NA,NA,NA,600.01,3741,941701,"PA4"
"BARTHOL2.IN2-933","INF","SUB",NA,NA,NA,NA,600,4164,976539,"PA4"
"BARTHOL2.IN2-953","INF","SUB",NA,NA,NA,NA,600,5696,1220758,"PA4"
"BARTHOL2.IN2-973","FEAS","SUB",45,44,1,1,600.05,38272,1367361,"PA4"
"BARTHOL2.IN2-993","INF","SUB",NA,NA,NA,NA,600.01,5242,1326353,"PA4"
"BARTHOL2.IN2-1013","FEAS","SUB",45,42,3,3,600.84,9327,920085,"PA4"
"BARTHOL2.IN2-1043","INF","SUB",NA,NA,NA,NA,600.64,7977,1039400,"PA4"
"BARTHOL2.IN2-1063","INF","SUB",NA,NA,NA,NA,600,4817,1379388,"PA4"
"BARTHOL2.IN2-1093","INF","SUB",NA,NA,NA,NA,600,4988,1110672,"PA4"
"BARTHOL2.IN2-1123","INF","SUB",NA,NA,NA,NA,600.02,8149,1417854,"PA4"
"BARTHOL2.IN2-1153","FEAS","SUB",38,37,1,1,600,46462,1669959,"PA4"
"BARTHOL2.IN2-1183","FEAS","SUB",38,36,2,2,600.2,55964,1388393,"PA4"
"BARTHOL2.IN2-1213","INF","SUB",NA,NA,NA,NA,600,5397,1168658,"PA4"
"BARTHOL2.IN2-1253","FEAS","SUB",35,34,1,1,600.02,109556,2036326,"PA4"
"BARTHOL2.IN2-1293","FEAS","SUB",34,33,1,1,600.02,105472,2033309,"PA4"
"BARTHOL2.IN2-1333","FEAS","SUB",33,32,1,1,600.02,164181,1664457,"PA4"
"BARTHOL2.IN2-1373","INF","SUB",NA,NA,NA,NA,600.01,4843,1198664,"PA4"
"BARTHOL2.IN2-1423","FEAS","SUB",31,30,1,1,601.04,49024,2057757,"PA4"
"BARTHOL2.IN2-1463","FEAS","SUB",30,29,1,1,600.01,76786,4182200,"PA4"
"BARTHOL2.IN2-1523","FEAS","SUB",29,28,1,1,600,95029,3160035,"PA4"
"BARTHOL2.IN2-1573","FEAS","SUB",28,27,1,1,600.01,71403,3420492,"PA4"
"BARTHOL2.IN2-1633","FEAS","SUB",27,26,1,1,600.01,665621,5039686,"PA4"
"BARTHOL2.IN2-1703","FEAS","SUB",26,25,1,1,600.01,56888,3395264,"PA4"
"BARTHOLD.IN2-4033","PROV","OPT",14,14,0,0,17.5,33364,249314,"PA4"
"BARTHOLD.IN2-4343","PROV","OPT",13,13,0,0,243.96,364972,7554860,"PA4"
"BARTHOLD.IN2-4703","PROV","OPT",12,12,0,0,40.6,106236,843080,"PA4"
"BARTHOLD.IN2-5133","PROV","OPT",11,11,0,0,310.49,766976,8523407,"PA4"
"BARTHOLD.IN2-5643","PROV","OPT",10,10,0,0,4.67,3024,41559,"PA4"
"BARTHOLD.IN2-6263","PROV","OPT",9,9,0,0,11.11,38346,196707,"PA4"
"BARTHOLD.IN2-7053","PROV","OPT",8,8,0,0,3.23,2433,59388,"PA4"
"BARTHOLD.IN2-8053","PROV","OPT",7,7,0,0,1.44,916,22335,"PA4"
"BOWMAN8.IN2-203","PROV","OPT",5,5,0,0,0,0,1,"PA4"
"BUXEY.IN2-273","PROV","OPT",13,13,0,0,0.22,0,1079,"PA4"
"BUXEY.IN2-303","PROV","OPT",12,12,0,0,0.24,0,1280,"PA4"
"BUXEY.IN2-333","PROV","OPT",11,11,0,0,0.19,0,995,"PA4"
"BUXEY.IN2-363","PROV","OPT",10,10,0,0,0.13,0,795,"PA4"
"BUXEY.IN2-413","PROV","OPT",8,8,0,0,0.09,0,144,"PA4"
"BUXEY.IN2-473","PROV","OPT",7,7,0,0,0.06,0,221,"PA4"
"BUXEY.IN2-543","PROV","OPT",7,7,0,0,0.03,0,140,"PA4"
"GUNTHER.IN2-413","PROV","OPT",14,14,0,0,0.27,129,3686,"PA4"
"GUNTHER.IN2-443","PROV","OPT",12,12,0,0,0.25,0,1499,"PA4"
"GUNTHER.IN2-493","PROV","OPT",11,11,0,0,0.45,1491,23040,"PA4"
"GUNTHER.IN2-543","PROV","OPT",9,9,0,0,0.07,0,315,"PA4"
"GUNTHER.IN2-613","PROV","OPT",9,9,0,0,0.11,0,181,"PA4"
"GUNTHER.IN2-693","PROV","OPT",8,8,0,0,0.04,0,217,"PA4"
"GUNTHER.IN2-813","PROV","OPT",7,7,0,0,0.05,0,181,"PA4"
"HAHN.IN2-20043","PROV","OPT",8,8,0,0,0.03,0,170,"PA4"
"HAHN.IN2-23383","PROV","OPT",7,7,0,0,0.04,0,179,"PA4"
"HAHN.IN2-28063","PROV","OPT",6,6,0,0,0.05,0,617,"PA4"
"HAHN.IN2-35073","PROV","OPT",5,5,0,0,0.02,0,90,"PA4"
"HAHN.IN2-46763","PROV","OPT",4,4,0,0,0.02,0,136,"PA4"
"HESKIA.IN2-1383","PROV","OPT",8,8,0,0,0.03,0,35,"PA4"
"HESKIA.IN2-2053","PROV","OPT",5,5,0,0,0.03,0,43,"PA4"
"HESKIA.IN2-2163","PROV","OPT",5,5,0,0,0.02,0,53,"PA4"
"HESKIA.IN2-2563","PROV","OPT",4,4,0,0,0.02,0,36,"PA4"
"HESKIA.IN2-3243","PROV","OPT",4,4,0,0,0.01,0,41,"PA4"
"HESKIA.IN2-3423","PROV","OPT",3,3,0,0,0.01,0,41,"PA4"
"JACKSON.IN2-73","PROV","OPT",8,8,0,0,0.01,0,40,"PA4"
"JACKSON.IN2-93","PROV","OPT",6,6,0,0,0.01,0,22,"PA4"
"JACKSON.IN2-103","PROV","OPT",5,5,0,0,0.01,0,41,"PA4"
"JACKSON.IN2-133","PROV","OPT",4,4,0,0,0.01,0,23,"PA4"
"JACKSON.IN2-143","PROV","OPT",4,4,0,0,0.01,0,16,"PA4"
"JACKSON.IN2-213","PROV","OPT",3,3,0,0,0,0,3,"PA4"
"JAESCHKE.IN2-63","PROV","OPT",8,8,0,0,0,0,3,"PA4"
"JAESCHKE.IN2-73","PROV","OPT",7,7,0,0,0,0,2,"PA4"
"JAESCHKE.IN2-83","PROV","OPT",6,6,0,0,0,0,8,"PA4"
"JAESCHKE.IN2-103","PROV","OPT",4,4,0,0,0,0,2,"PA4"
"JAESCHKE.IN2-183","PROV","OPT",3,3,0,0,0,0,0,"PA4"
"KILBRID.IN2-563","PROV","OPT",10,10,0,0,0.22,0,498,"PA4"
"KILBRID.IN2-573","PROV","OPT",10,10,0,0,0.13,0,429,"PA4"
"KILBRID.IN2-623","PROV","OPT",9,9,0,0,0.1,0,408,"PA4"
"KILBRID.IN2-693","PROV","OPT",8,8,0,0,0.24,166,2534,"PA4"
"KILBRID.IN2-793","PROV","OPT",7,7,0,0,0.09,0,310,"PA4"
"KILBRID.IN2-923","PROV","OPT",6,6,0,0,0.06,0,161,"PA4"
"KILBRID.IN2-1103","PROV","OPT",6,6,0,0,0.05,0,240,"PA4"
"KILBRID.IN2-1113","PROV","OPT",5,5,0,0,0.06,0,266,"PA4"
"KILBRID.IN2-1383","PROV","OPT",4,4,0,0,0.05,0,270,"PA4"
"KILBRID.IN2-1843","PROV","OPT",3,3,0,0,0.02,0,127,"PA4"
"LUTZ1.IN2-14143","PROV","OPT",11,11,0,0,0.08,0,82,"PA4"
"LUTZ1.IN2-15723","PROV","OPT",10,10,0,0,0.08,0,165,"PA4"
"LUTZ1.IN2-17683","PROV","OPT",9,9,0,0,0.11,0,679,"PA4"
"LUTZ1.IN2-20203","PROV","OPT",8,8,0,0,0.03,0,145,"PA4"
"LUTZ1.IN2-23573","PROV","OPT",7,7,0,0,0.04,0,204,"PA4"
"LUTZ1.IN2-28283","PROV","OPT",6,6,0,0,0.04,0,531,"PA4"
"LUTZ2.IN2-113","INF","SUB",NA,NA,NA,NA,600.02,71170,2686804,"PA4"
"LUTZ2.IN2-123","INF","SUB",NA,NA,NA,NA,600.64,20714,2604994,"PA4"
"LUTZ2.IN2-133","INF","SUB",NA,NA,NA,NA,600.44,43896,3329824,"PA4"
"LUTZ2.IN2-143","FEAS","SUB",38,36,1,1,600,125719,5350568,"PA4"
"LUTZ2.IN2-153","FEAS","OPT",34,33,0,0,600.01,319673,5093058,"PA4"
"LUTZ2.IN2-163","PROV","OPT",31,31,0,0,135.95,13591,609140,"PA4"
"LUTZ2.IN2-173","FEAS","SUB",30,29,1,1,600.01,500313,4872490,"PA4"
"LUTZ2.IN2-183","FEAS","SUB",29,28,1,1,600.01,484330,6231725,"PA4"
"LUTZ2.IN2-193","FEAS","SUB",27,26,1,1,600.01,379342,5878497,"PA4"
"LUTZ2.IN2-203","FEAS","SUB",26,25,1,1,600.01,466870,7265889,"PA4"
"LUTZ2.IN2-213","PROV","OPT",24,24,0,0,69.63,4184,377426,"PA4"
"LUTZ3.IN2-753","PROV","OPT",23,23,0,0,7.86,2582,76594,"PA4"
"LUTZ3.IN2-793","PROV","OPT",22,22,0,0,39.54,3262,300990,"PA4"
"LUTZ3.IN2-833","PROV","OPT",21,21,0,0,2.32,0,6790,"PA4"
"LUTZ3.IN2-873","PROV","OPT",20,20,0,0,4.26,1176,53919,"PA4"
"LUTZ3.IN2-923","PROV","OPT",19,19,0,0,16.63,1720,139488,"PA4"
"LUTZ3.IN2-973","PROV","OPT",18,18,0,0,13.15,1106,138898,"PA4"
"LUTZ3.IN2-1033","PROV","OPT",17,17,0,0,0.69,0,1271,"PA4"
"LUTZ3.IN2-1103","PROV","OPT",15,15,0,0,6.92,3865,120159,"PA4"
"LUTZ3.IN2-1183","PROV","OPT",14,14,0,0,11.9,38554,291950,"PA4"
"LUTZ3.IN2-1273","PROV","OPT",14,14,0,0,0.45,0,1122,"PA4"
"LUTZ3.IN2-1373","PROV","OPT",13,13,0,0,1.21,0,5069,"PA4"
"LUTZ3.IN2-1503","PROV","OPT",12,12,0,0,2.89,19230,132635,"PA4"
"MANSOOR.IN2-483","PROV","OPT",4,4,0,0,0.01,0,35,"PA4"
"MANSOOR.IN2-623","PROV","OPT",3,3,0,0,0.01,0,75,"PA4"
"MANSOOR.IN2-943","PROV","OPT",2,2,0,0,0,0,2,"PA4"
"MERTENS.IN2-63","PROV","OPT",6,6,0,0,0,0,9,"PA4"
"MERTENS.IN2-73","PROV","OPT",5,5,0,0,0.01,0,14,"PA4"
"MERTENS.IN2-83","PROV","OPT",5,5,0,0,0,0,3,"PA4"
"MERTENS.IN2-103","PROV","OPT",3,3,0,0,0,0,4,"PA4"
"MERTENS.IN2-153","PROV","OPT",2,2,0,0,0,0,2,"PA4"
"MERTENS.IN2-183","PROV","OPT",2,2,0,0,0,0,2,"PA4"
"MITCHELL.IN2-143","PROV","OPT",8,8,0,0,0.03,0,71,"PA4"
"MITCHELL.IN2-153","PROV","OPT",8,8,0,0,0.02,0,60,"PA4"
"MITCHELL.IN2-213","PROV","OPT",5,5,0,0,0.01,0,90,"PA4"
"MITCHELL.IN2-263","PROV","OPT",5,5,0,0,0.01,0,7,"PA4"
"MITCHELL.IN2-353","PROV","OPT",3,3,0,0,0.01,0,10,"PA4"
"MITCHELL.IN2-393","PROV","OPT",3,3,0,0,0.01,0,30,"PA4"
"MUKHERJE.IN2-1763","PROV","OPT",25,25,0,0,5.84,1331,23498,"PA4"
"MUKHERJE.IN2-1833","PROV","OPT",24,24,0,0,1.99,201,4102,"PA4"
"MUKHERJE.IN2-1923","PROV","OPT",23,23,0,0,2.85,1289,12341,"PA4"
"MUKHERJE.IN2-2013","PROV","OPT",22,22,0,0,70.1,330772,852245,"PA4"
"MUKHERJE.IN2-2113","PROV","OPT",21,21,0,0,5.24,1147,27167,"PA4"
"MUKHERJE.IN2-2223","PROV","OPT",20,20,0,0,2.18,543,6970,"PA4"
"MUKHERJE.IN2-2343","PROV","OPT",19,19,0,0,1.58,151,3453,"PA4"
"MUKHERJE.IN2-2483","PROV","OPT",18,18,0,0,0.86,0,1499,"PA4"
"MUKHERJE.IN2-2633","PROV","OPT",17,17,0,0,0.7,0,536,"PA4"
"MUKHERJE.IN2-2813","PROV","OPT",16,16,0,0,0.69,0,846,"PA4"
"MUKHERJE.IN2-3013","PROV","OPT",15,15,0,0,0.57,0,529,"PA4"
"MUKHERJE.IN2-3243","PROV","OPT",14,14,0,0,0.44,0,778,"PA4"
"MUKHERJE.IN2-3513","PROV","OPT",13,13,0,0,0.31,0,442,"PA4"
"ROSZIEG.IN2-143","PROV","OPT",10,10,0,0,0.05,0,135,"PA4"
"ROSZIEG.IN2-163","PROV","OPT",8,8,0,0,0.02,0,151,"PA4"
"ROSZIEG.IN2-183","PROV","OPT",8,8,0,0,0.03,0,113,"PA4"
"ROSZIEG.IN2-213","PROV","OPT",6,6,0,0,0.02,0,141,"PA4"
"ROSZIEG.IN2-253","PROV","OPT",6,6,0,0,0.03,0,107,"PA4"
"ROSZIEG.IN2-323","PROV","OPT",4,4,0,0,0.01,0,27,"PA4"
"SAWYER30.IN2-253","PROV","OPT",14,14,0,0,0.24,0,966,"PA4"
"SAWYER30.IN2-273","PROV","OPT",13,13,0,0,0.24,0,1282,"PA4"
"SAWYER30.IN2-303","PROV","OPT",12,12,0,0,0.22,0,1195,"PA4"
"SAWYER30.IN2-333","PROV","OPT",11,11,0,0,1.04,2768,79179,"PA4"
"SAWYER30.IN2-363","PROV","OPT",10,10,0,0,0.22,0,1235,"PA4"
"SAWYER30.IN2-413","PROV","OPT",8,8,0,0,0.08,0,251,"PA4"
"SAWYER30.IN2-473","PROV","OPT",7,7,0,0,0.04,0,176,"PA4"
"SAWYER30.IN2-543","PROV","OPT",7,7,0,0,0.04,15,270,"PA4"
"SAWYER30.IN2-753","PROV","OPT",5,5,0,0,0.01,0,35,"PA4"
"SCHOLL.IN2-13943","INF","SUB",NA,NA,NA,NA,600.02,1168,948978,"PA4"
"SCHOLL.IN2-14223","INF","SUB",NA,NA,NA,NA,600.01,1897,606005,"PA4"
"SCHOLL.IN2-14523","INF","SUB",NA,NA,NA,NA,600.02,1648,385547,"PA4"
"SCHOLL.IN2-14833","INF","SUB",NA,NA,NA,NA,600.01,980,434762,"PA4"
"SCHOLL.IN2-15153","INF","SUB",NA,NA,NA,NA,600.02,1974,496847,"PA4"
"SCHOLL.IN2-15483","INF","SUB",NA,NA,NA,NA,600.02,1574,580191,"PA4"
"SCHOLL.IN2-15843","INF","SUB",NA,NA,NA,NA,600.03,1824,444750,"PA4"
"SCHOLL.IN2-16203","INF","SUB",NA,NA,NA,NA,600.04,1504,419048,"PA4"
"SCHOLL.IN2-16593","INF","SUB",NA,NA,NA,NA,600.02,1274,1045909,"PA4"
"SCHOLL.IN2-16993","INF","SUB",NA,NA,NA,NA,600.04,1193,740372,"PA4"
"SCHOLL.IN2-17423","INF","SUB",NA,NA,NA,NA,600.02,1437,782817,"PA4"
"SCHOLL.IN2-17873","INF","SUB",NA,NA,NA,NA,600.03,2213,861854,"PA4"
"SCHOLL.IN2-18343","INF","SUB",NA,NA,NA,NA,600.02,1944,809976,"PA4"
"SCHOLL.IN2-18833","INF","SUB",NA,NA,NA,NA,600.01,2129,818479,"PA4"
"SCHOLL.IN2-19353","INF","SUB",NA,NA,NA,NA,600.02,975,1058182,"PA4"
"SCHOLL.IN2-19913","INF","SUB",NA,NA,NA,NA,600.02,3058,621289,"PA4"
"SCHOLL.IN2-20493","INF","SUB",NA,NA,NA,NA,600.01,1662,624464,"PA4"
"SCHOLL.IN2-21113","INF","SUB",NA,NA,NA,NA,600,3200,840907,"PA4"
"SCHOLL.IN2-21773","INF","SUB",NA,NA,NA,NA,600.01,3527,670492,"PA4"
"SCHOLL.IN2-22473","INF","SUB",NA,NA,NA,NA,600,2378,601095,"PA4"
"SCHOLL.IN2-23223","INF","SUB",NA,NA,NA,NA,600,2420,561398,"PA4"
"SCHOLL.IN2-24023","INF","SUB",NA,NA,NA,NA,600.01,2565,613042,"PA4"
"SCHOLL.IN2-24883","INF","SUB",NA,NA,NA,NA,600,2441,705828,"PA4"
"SCHOLL.IN2-25803","INF","SUB",NA,NA,NA,NA,600.01,2837,1138070,"PA4"
"SCHOLL.IN2-26803","INF","SUB",NA,NA,NA,NA,600,3346,1201146,"PA4"
"SCHOLL.IN2-27873","INF","SUB",NA,NA,NA,NA,600.01,3573,1006822,"PA4"
"TONGE70.IN2-1603","FEAS","OPT",23,22,0,0,600,263193,17464983,"PA4"
"TONGE70.IN2-1683","FEAS","OPT",22,21,0,0,600,407232,17846682,"PA4"
"TONGE70.IN2-1763","PROV","OPT",21,21,0,0,76.31,169360,1831609,"PA4"
"TONGE70.IN2-1853","PROV","OPT",20,20,0,0,492.07,722626,15685302,"PA4"
"TONGE70.IN2-1953","PROV","OPT",19,19,0,0,238.69,699876,6369711,"PA4"
"TONGE70.IN2-2073","FEAS","OPT",18,17,0,0,600,2517005,22647563,"PA4"
"TONGE70.IN2-2203","PROV","OPT",17,17,0,0,595.38,1982002,26003149,"PA4"
"TONGE70.IN2-2343","PROV","OPT",16,16,0,0,86.49,534382,3405658,"PA4"
"TONGE70.IN2-2513","PROV","OPT",14,14,0,0,229.59,623612,9884274,"PA4"
"TONGE70.IN2-2703","PROV","OPT",14,14,0,0,50.61,192342,1657342,"PA4"
"TONGE70.IN2-2933","FEAS","OPT",13,12,0,0,600,3261810,24435312,"PA4"
"TONGE70.IN2-3203","PROV","OPT",11,11,0,0,20.52,150851,611188,"PA4"
"TONGE70.IN2-3643","PROV","OPT",10,10,0,0,0.23,0,586,"PA4"
"TONGE70.IN2-4103","PROV","OPT",9,9,0,0,0.12,0,533,"PA4"
"TONGE70.IN2-4683","PROV","OPT",8,8,0,0,0.1,0,433,"PA4"
"TONGE70.IN2-5273","PROV","OPT",7,7,0,0,0.07,0,339,"PA4"
"WARNECKE.IN2-543","PROV","OPT",31,31,0,0,372.44,18571,3735192,"PA4"
"WARNECKE.IN2-563","FEAS","SUB",30,29,1,1,600.01,1050066,8460489,"PA4"
"WARNECKE.IN2-583","FEAS","OPT",29,28,0,0,600,196197,15131557,"PA4"
"WARNECKE.IN2-603","FEAS","SUB",28,26,1,1,600.06,369217,6511418,"PA4"
"WARNECKE.IN2-623","INF","SUB",NA,NA,NA,NA,600.01,982110,12177265,"PA4"
"WARNECKE.IN2-653","FEAS","SUB",28,25,3,3,600.01,1303927,8222012,"PA4"
"WARNECKE.IN2-683","FEAS","OPT",24,23,0,0,600.01,715959,11096963,"PA4"
"WARNECKE.IN2-713","PROV","OPT",23,23,0,0,250.69,27441,3110149,"PA4"
"WARNECKE.IN2-743","PROV","OPT",22,22,0,0,27.57,6015,283308,"PA4"
"WARNECKE.IN2-783","PROV","OPT",21,21,0,0,502.14,601918,17040736,"PA4"
"WARNECKE.IN2-823","PROV","OPT",20,20,0,0,11.31,3544,89745,"PA4"
"WARNECKE.IN2-863","PROV","OPT",19,19,0,0,16.28,19315,421758,"PA4"
"WARNECKE.IN2-923","PROV","OPT",17,17,0,0,45.91,112738,1361022,"PA4"
"WARNECKE.IN2-973","PROV","OPT",17,17,0,0,18.27,96931,568989,"PA4"
"WARNECKE.IN2-1043","PROV","OPT",15,15,0,0,22.82,130336,624996,"PA4"
"WARNECKE.IN2-1113","PROV","OPT",14,14,0,0,386.01,2548915,13664951,"PA4"
"WEE-MAG.IN2-283","PROV","OPT",63,63,0,0,4,1603,29417,"PA4"
"WEE-MAG.IN2-293","PROV","OPT",63,63,0,0,5.08,876,28319,"PA4"
"WEE-MAG.IN2-303","PROV","OPT",62,62,0,0,9.99,6202,90954,"PA4"
"WEE-MAG.IN2-313","PROV","OPT",62,62,0,0,5.59,1684,57374,"PA4"
"WEE-MAG.IN2-323","PROV","OPT",61,61,0,0,9.08,822,77244,"PA4"
"WEE-MAG.IN2-333","PROV","OPT",61,61,0,0,6.85,3163,73475,"PA4"
"WEE-MAG.IN2-343","FEAS","OPT",61,60,0,0,600.04,1044742,7925157,"PA4"
"WEE-MAG.IN2-353","PROV","OPT",60,60,0,0,0.74,0,972,"PA4"
"WEE-MAG.IN2-363","PROV","OPT",60,60,0,0,4.29,806,39811,"PA4"
"WEE-MAG.IN2-373","PROV","OPT",60,60,0,0,2.22,760,16768,"PA4"
"WEE-MAG.IN2-383","PROV","OPT",60,60,0,0,1.1,4,1194,"PA4"
"WEE-MAG.IN2-393","PROV","OPT",60,60,0,0,1.09,4,900,"PA4"
"WEE-MAG.IN2-403","PROV","OPT",60,60,0,0,1.37,196,5308,"PA4"
"WEE-MAG.IN2-413","PROV","OPT",59,59,0,0,1.84,593,8619,"PA4"
"WEE-MAG.IN2-423","PROV","OPT",55,55,0,0,2.05,412,10555,"PA4"
"WEE-MAG.IN2-433","PROV","OPT",50,50,0,0,2.05,302,4277,"PA4"
"WEE-MAG.IN2-453","FEAS","OPT",38,34,0,0,600.02,77050,6343955,"PA4"
"WEE-MAG.IN2-463","FEAS","OPT",34,33,0,0,600.04,50058,6788121,"PA4"
"WEE-MAG.IN2-473","FEAS","OPT",33,32,0,0,600.01,166405,15416413,"PA4"
"WEE-MAG.IN2-493","FEAS","OPT",32,31,0,0,600.01,539833,14720475,"PA4"
"WEE-MAG.IN2-503","FEAS","OPT",32,31,0,0,600.01,541963,13566168,"PA4"
"WEE-MAG.IN2-523","PROV","OPT",31,31,0,0,22.3,1477,257084,"PA4"
"WEE-MAG.IN2-543","PROV","OPT",31,31,0,0,14.55,6633,166188,"PA4"
"WEE-MAG.IN2-563","PROV","OPT",30,30,0,0,3.21,521,17636,"PA4"
"ARC83.IN2-37864","PROV","OPT",21,21,0,0,47.23,78544,834086,"BW1"
"ARC83.IN2-39854","PROV","OPT",20,20,0,0,14.51,1688,111307,"BW1"
"ARC83.IN2-42064","PROV","OPT",19,19,0,0,12.87,4344,117429,"BW1"
"ARC83.IN2-44544","PROV","OPT",18,18,0,0,14.2,2658,53550,"BW1"
"ARC83.IN2-47324","PROV","OPT",17,17,0,0,13.29,4050,153001,"BW1"
"ARC83.IN2-50484","PROV","OPT",16,16,0,0,0.72,0,2108,"BW1"
"ARC83.IN2-54084","PROV","OPT",15,15,0,0,8.19,2331,106915,"BW1"
"ARC83.IN2-58244","PROV","OPT",14,14,0,0,0.71,0,2486,"BW1"
"ARC83.IN2-58534","PROV","OPT",14,14,0,0,0.71,0,2527,"BW1"
"ARC83.IN2-63094","PROV","OPT",13,13,0,0,0.7,0,2637,"BW1"
"ARC83.IN2-68424","PROV","OPT",12,12,0,0,0.41,0,1527,"BW1"
"ARC83.IN2-68834","PROV","OPT",12,12,0,0,0.44,0,1643,"BW1"
"ARC83.IN2-75714","PROV","OPT",11,11,0,0,0.33,0,1399,"BW1"
"ARC83.IN2-84124","PROV","OPT",10,10,0,0,0.32,0,1478,"BW1"
"ARC83.IN2-88984","PROV","OPT",9,9,0,0,0.26,0,1263,"BW1"
"ARC83.IN2-108164","PROV","OPT",8,8,0,0,4.19,4215,87309,"BW1"
"ARC111.IN2-57554","PROV","OPT",27,27,0,0,53.01,121,58717,"BW1"
"ARC111.IN2-57854","PROV","OPT",27,27,0,0,38.32,240,58770,"BW1"
"ARC111.IN2-60164","PROV","OPT",26,26,0,0,200.7,17351,818795,"BW1"
"ARC111.IN2-62674","PROV","OPT",25,25,0,0,20.53,137,37637,"BW1"
"ARC111.IN2-65404","PROV","OPT",24,24,0,0,30.91,206,43536,"BW1"
"ARC111.IN2-68374","PROV","OPT",23,23,0,0,48.33,2668,197732,"BW1"
"ARC111.IN2-71624","PROV","OPT",22,22,0,0,20.73,342,55818,"BW1"
"ARC111.IN2-75204","FEAS","OPT",21,20,0,0,600.01,131773,8328997,"BW1"
"ARC111.IN2-79164","PROV","OPT",20,20,0,0,6.87,83,13690,"BW1"
"ARC111.IN2-83564","PROV","OPT",19,19,0,0,12.36,55,22517,"BW1"
"ARC111.IN2-88474","PROV","OPT",18,18,0,0,10.99,341,42969,"BW1"
"ARC111.IN2-94004","PROV","OPT",17,17,0,0,4.69,108,11828,"BW1"
"ARC111.IN2-100274","PROV","OPT",16,16,0,0,13.57,1906,96213,"BW1"
"ARC111.IN2-107434","PROV","OPT",15,15,0,0,19.91,3275,184038,"BW1"
"ARC111.IN2-113784","PROV","OPT",14,14,0,0,2.39,41,5467,"BW1"
"ARC111.IN2-115704","FEAS","SUB",14,13,1,1,600.01,495392,11555928,"BW1"
"ARC111.IN2-170674","PROV","OPT",9,9,0,0,0.62,0,2505,"BW1"
"BARTHOL2.IN2-844","FEAS","SUB",93,51,42,42,600.04,0,125792,"BW1"
"BARTHOL2.IN2-854","INF","SUB",NA,NA,NA,NA,600.03,0,155280,"BW1"
"BARTHOL2.IN2-874","FEAS","SUB",91,49,42,42,603.14,15,175647,"BW1"
"BARTHOL2.IN2-894","FEAS","SUB",85,48,37,37,600.02,15,195406,"BW1"
"BARTHOL2.IN2-914","INF","SUB",NA,NA,NA,NA,600.02,4,170991,"BW1"
"BARTHOL2.IN2-934","INF","SUB",NA,NA,NA,NA,600.04,3,185883,"BW1"
"BARTHOL2.IN2-954","FEAS","SUB",78,45,33,33,600.02,167,238328,"BW1"
"BARTHOL2.IN2-974","FEAS","SUB",87,44,43,43,600.02,68,285696,"BW1"
"BARTHOL2.IN2-994","INF","SUB",NA,NA,NA,NA,600,6,236442,"BW1"
"BARTHOL2.IN2-1014","FEAS","SUB",78,42,36,36,600.01,1840,968255,"BW1"
"BARTHOL2.IN2-1044","INF","SUB",NA,NA,NA,NA,600.01,4789,1023783,"BW1"
