"name","stat","opt","value","lb","gap.bkv.","gap.lb.","time","nodes","iterations","type"
"BARTHOL2.IN2-851","FEAS","SUB",86,50,35,36,600.09,112,108566,"NF4"
"BARTHOL2.IN2-871","FEAS","SUB",52,49,2,3,600.07,9107,508209,"NF4"
"BARTHOL2.IN2-891","FEAS","SUB",96,48,43,48,600.13,146,153960,"NF4"
"BARTHOL2.IN2-911","FEAS","SUB",93,47,45,46,600.11,171,170579,"NF4"
"BARTHOL2.IN2-931","FEAS","SUB",47,46,0,1,600.04,17488,480320,"NF4"
"BARTHOL2.IN2-951","FEAS","SUB",46,45,0,1,600.09,49601,892417,"NF4"
"BARTHOL2.IN2-971","FEAS","SUB",76,44,31,32,600.13,16,164727,"NF4"
"BARTHOL2.IN2-991","FEAS","SUB",84,43,40,41,600.11,427,178402,"NF4"
"BARTHOL2.IN2-1011","FEAS","SUB",43,42,0,1,605.12,17133,379665,"NF4"
"BARTHOL2.IN2-1041","FEAS","SUB",42,41,0,1,600.05,2360,369859,"NF4"
"BARTHOL2.IN2-1061","FEAS","SUB",41,40,0,1,600.01,17880,745559,"NF4"
"BARTHOL2.IN2-1091","FEAS","SUB",40,39,0,1,600.03,19509,432409,"NF4"
"BARTHOL2.IN2-1121","FEAS","SUB",39,38,0,1,600.01,18567,410498,"NF4"
"BARTHOL2.IN2-1151","FEAS","SUB",38,37,0,1,600.01,29691,638460,"NF4"
"BARTHOL2.IN2-1181","FEAS","SUB",37,36,0,1,600.23,76770,1232761,"NF4"
"BARTHOL2.IN2-1211","FEAS","SUB",36,35,0,1,600.01,44253,737528,"NF4"
"BARTHOL2.IN2-1251","FEAS","SUB",35,34,0,1,600.15,81470,2239595,"NF4"
"BARTHOL2.IN2-1291","FEAS","SUB",34,33,0,1,600.02,104460,2327293,"NF4"
"BARTHOL2.IN2-1331","FEAS","SUB",33,32,0,1,600.02,131633,1528131,"NF4"
"BARTHOL2.IN2-1371","FEAS","SUB",32,31,0,1,600.03,80146,1031068,"NF4"
"BARTHOL2.IN2-1421","FEAS","SUB",31,30,1,1,600.09,141163,1837968,"NF4"
"BARTHOL2.IN2-1461","FEAS","SUB",30,29,0,1,600.03,175698,1755095,"NF4"
"BARTHOL2.IN2-1521","FEAS","SUB",29,28,1,1,600.37,142134,2562702,"NF4"
"BARTHOL2.IN2-1571","PROV","OPT",27,27,0,0,134.71,17671,431521,"NF4"
"BARTHOL2.IN2-1631","PROV","OPT",26,26,0,0,576.56,112806,1047961,"NF4"
"BARTHOL2.IN2-1701","PROV","OPT",25,25,0,0,35.69,2044,50231,"NF4"
"BARTHOLD.IN2-4031","PROV","OPT",14,14,0,0,7.53,1411,24905,"NF4"
"BARTHOLD.IN2-4341","PROV","OPT",13,13,0,0,7.39,790,23991,"NF4"
"BARTHOLD.IN2-4701","PROV","OPT",12,12,0,0,6.3,1371,24952,"NF4"
"BARTHOLD.IN2-5131","PROV","OPT",11,11,0,0,4.78,252,12124,"NF4"
"BARTHOLD.IN2-5641","PROV","OPT",10,10,0,0,3.56,885,19877,"NF4"
"BARTHOLD.IN2-6261","PROV","OPT",9,9,0,0,4.67,1483,26484,"NF4"
"BARTHOLD.IN2-7051","PROV","OPT",8,8,0,0,2.72,432,10599,"NF4"
"BARTHOLD.IN2-8051","PROV","OPT",7,7,0,0,3.51,1116,25716,"NF4"
"BOWMAN8.IN2-201","PROV","OPT",5,5,0,0,0.01,0,50,"NF4"
"BUXEY.IN2-271","PROV","OPT",13,13,0,0,0.48,0,950,"NF4"
"BUXEY.IN2-301","PROV","OPT",11,11,0,0,0.84,296,5957,"NF4"
"BUXEY.IN2-331","PROV","OPT",10,10,0,0,0.23,0,479,"NF4"
"BUXEY.IN2-361","PROV","OPT",10,10,0,0,0.14,0,370,"NF4"
"BUXEY.IN2-411","PROV","OPT",8,8,0,0,0.32,0,662,"NF4"
"BUXEY.IN2-471","PROV","OPT",7,7,0,0,0.24,0,657,"NF4"
"BUXEY.IN2-541","PROV","OPT",7,7,0,0,0.07,0,277,"NF4"
"GUNTHER.IN2-411","PROV","OPT",13,13,0,0,1.18,82,5407,"NF4"
"GUNTHER.IN2-441","FEAS","OPT",12,11,0,0,600,490575,17033734,"NF4"
"GUNTHER.IN2-491","PROV","OPT",10,10,0,0,0.74,818,12306,"NF4"
"GUNTHER.IN2-541","PROV","OPT",9,9,0,0,0.6,0,1016,"NF4"
"GUNTHER.IN2-611","PROV","OPT",8,8,0,0,0.37,0,947,"NF4"
"GUNTHER.IN2-691","PROV","OPT",7,7,0,0,0.35,416,5300,"NF4"
"GUNTHER.IN2-811","PROV","OPT",6,6,0,0,0.08,0,405,"NF4"
"HAHN.IN2-20041","PROV","OPT",8,8,0,0,0.29,0,867,"NF4"
"HAHN.IN2-23381","PROV","OPT",7,7,0,0,0.18,0,597,"NF4"
"HAHN.IN2-28061","PROV","OPT",6,6,0,0,0.18,0,672,"NF4"
"HAHN.IN2-35071","PROV","OPT",5,5,0,0,0.13,0,515,"NF4"
"HAHN.IN2-46761","PROV","OPT",4,4,0,0,0.09,0,464,"NF4"
"HESKIA.IN2-1381","PROV","OPT",8,8,0,0,0.11,0,318,"NF4"
"HESKIA.IN2-2051","PROV","OPT",5,5,0,0,0.1,0,314,"NF4"
"HESKIA.IN2-2161","PROV","OPT",5,5,0,0,0.04,0,246,"NF4"
"HESKIA.IN2-2561","PROV","OPT",4,4,0,0,0.07,0,290,"NF4"
"HESKIA.IN2-3241","PROV","OPT",4,4,0,0,0.03,0,218,"NF4"
"HESKIA.IN2-3421","PROV","OPT",3,3,0,0,0.03,0,151,"NF4"
"JACKSON.IN2-71","PROV","OPT",8,8,0,0,0.01,0,74,"NF4"
"JACKSON.IN2-91","PROV","OPT",6,6,0,0,0.02,0,108,"NF4"
"JACKSON.IN2-101","PROV","OPT",5,5,0,0,0.02,0,118,"NF4"
"JACKSON.IN2-131","PROV","OPT",4,4,0,0,0.01,0,62,"NF4"
"JACKSON.IN2-141","PROV","OPT",4,4,0,0,0.01,0,75,"NF4"
"JACKSON.IN2-211","PROV","OPT",3,3,0,0,0.01,0,67,"NF4"
"JAESCHKE.IN2-61","PROV","OPT",8,8,0,0,0.01,0,60,"NF4"
"JAESCHKE.IN2-71","PROV","OPT",7,7,0,0,0.01,0,44,"NF4"
"JAESCHKE.IN2-81","PROV","OPT",6,6,0,0,0.01,0,70,"NF4"
"JAESCHKE.IN2-101","PROV","OPT",4,4,0,0,0.01,0,55,"NF4"
"JAESCHKE.IN2-181","PROV","OPT",3,3,0,0,0.01,0,60,"NF4"
"KILBRID.IN2-561","PROV","OPT",10,10,0,0,0.47,0,708,"NF4"
"KILBRID.IN2-571","PROV","OPT",10,10,0,0,0.24,0,568,"NF4"
"KILBRID.IN2-621","PROV","OPT",9,9,0,0,0.62,133,2707,"NF4"
"KILBRID.IN2-691","PROV","OPT",8,8,0,0,0.72,566,6697,"NF4"
"KILBRID.IN2-791","PROV","OPT",7,7,0,0,0.43,215,3491,"NF4"
"KILBRID.IN2-921","PROV","OPT",6,6,0,0,0.44,112,1638,"NF4"
"KILBRID.IN2-1101","PROV","OPT",6,6,0,0,0.11,0,478,"NF4"
"KILBRID.IN2-1111","PROV","OPT",5,5,0,0,0.2,52,1143,"NF4"
"KILBRID.IN2-1381","PROV","OPT",4,4,0,0,0.2,0,561,"NF4"
"KILBRID.IN2-1841","PROV","OPT",3,3,0,0,0.06,0,260,"NF4"
"LUTZ1.IN2-14141","PROV","OPT",11,11,0,0,0.1,0,500,"NF4"
"LUTZ1.IN2-15721","PROV","OPT",10,10,0,0,0.09,0,444,"NF4"
"LUTZ1.IN2-17681","PROV","OPT",9,9,0,0,0.12,0,468,"NF4"
"LUTZ1.IN2-20201","PROV","OPT",8,8,0,0,0.1,0,424,"NF4"
"LUTZ1.IN2-23571","PROV","OPT",7,7,0,0,0.08,0,385,"NF4"
"LUTZ1.IN2-28281","PROV","OPT",6,6,0,0,0.08,0,353,"NF4"
"LUTZ2.IN2-111","FEAS","SUB",84,46,0,35,600.06,5,118404,"NF4"
"LUTZ2.IN2-121","FEAS","SUB",83,42,34,39,600.03,1098,642616,"NF4"
"LUTZ2.IN2-131","FEAS","OPT",40,39,0,0,600.01,5158,1568686,"NF4"
"LUTZ2.IN2-141","FEAS","OPT",37,36,0,0,600.01,18857,2523051,"NF4"
"LUTZ2.IN2-151","PROV","OPT",33,33,0,0,56,1670,310473,"NF4"
"LUTZ2.IN2-161","PROV","OPT",31,31,0,0,318.04,9566,948143,"NF4"
"LUTZ2.IN2-171","PROV","OPT",29,29,0,0,139,4438,557917,"NF4"
"LUTZ2.IN2-181","PROV","OPT",27,27,0,0,151.06,8305,712216,"NF4"
"LUTZ2.IN2-191","PROV","OPT",26,26,0,0,85.63,1816,174972,"NF4"
"LUTZ2.IN2-201","PROV","OPT",25,25,0,0,41.39,1382,181468,"NF4"
"LUTZ2.IN2-211","PROV","OPT",24,24,0,0,12.51,135,22495,"NF4"
"LUTZ3.IN2-751","FEAS","OPT",23,22,0,0,600.2,222930,5378877,"NF4"
"LUTZ3.IN2-791","PROV","OPT",21,21,0,0,134.85,47473,1167290,"NF4"
"LUTZ3.IN2-831","FEAS","OPT",21,20,0,0,600.01,216891,5658412,"NF4"
"LUTZ3.IN2-871","PROV","OPT",19,19,0,0,9.58,1070,35730,"NF4"
"LUTZ3.IN2-921","PROV","OPT",18,18,0,0,55.63,16719,387071,"NF4"
"LUTZ3.IN2-971","PROV","OPT",17,17,0,0,62.56,22887,513194,"NF4"
"LUTZ3.IN2-1031","PROV","OPT",16,16,0,0,46.61,10375,369462,"NF4"
"LUTZ3.IN2-1101","PROV","OPT",15,15,0,0,37.15,9048,373901,"NF4"
"LUTZ3.IN2-1181","PROV","OPT",14,14,0,0,13.93,1121,71062,"NF4"
"LUTZ3.IN2-1271","PROV","OPT",13,13,0,0,12.93,3543,120283,"NF4"
"LUTZ3.IN2-1371","PROV","OPT",13,13,0,0,1.2,0,2033,"NF4"
"LUTZ3.IN2-1501","PROV","OPT",11,11,0,0,2.63,574,17639,"NF4"
"MANSOOR.IN2-481","PROV","OPT",4,4,0,0,0.02,0,56,"NF4"
"MANSOOR.IN2-621","PROV","OPT",3,3,0,0,0.02,0,73,"NF4"
"MANSOOR.IN2-941","PROV","OPT",2,2,0,0,0.01,0,41,"NF4"
"MERTENS.IN2-61","PROV","OPT",6,6,0,0,0.01,0,25,"NF4"
"MERTENS.IN2-71","PROV","OPT",5,5,0,0,0,0,22,"NF4"
"MERTENS.IN2-81","PROV","OPT",5,5,0,0,0,0,24,"NF4"
"MERTENS.IN2-101","PROV","OPT",3,3,0,0,0.01,0,27,"NF4"
"MERTENS.IN2-151","PROV","OPT",2,2,0,0,0,0,23,"NF4"
"MERTENS.IN2-181","PROV","OPT",2,2,0,0,0,0,23,"NF4"
"MITCHELL.IN2-141","PROV","OPT",8,8,0,0,0.12,0,334,"NF4"
"MITCHELL.IN2-151","PROV","OPT",8,8,0,0,0.06,0,233,"NF4"
"MITCHELL.IN2-211","PROV","OPT",5,5,0,0,0.05,0,173,"NF4"
"MITCHELL.IN2-261","PROV","OPT",5,5,0,0,0.03,0,156,"NF4"
"MITCHELL.IN2-351","PROV","OPT",3,3,0,0,0.02,0,133,"NF4"
"MITCHELL.IN2-391","PROV","OPT",3,3,0,0,0.01,0,127,"NF4"
"MUKHERJE.IN2-1761","PROV","OPT",25,25,0,0,18.72,239,24365,"NF4"
"MUKHERJE.IN2-1831","PROV","OPT",24,24,0,0,8.01,0,2716,"NF4"
"MUKHERJE.IN2-1921","PROV","OPT",23,23,0,0,13.93,170,13202,"NF4"
"MUKHERJE.IN2-2011","PROV","OPT",22,22,0,0,7.88,0,2532,"NF4"
"MUKHERJE.IN2-2111","PROV","OPT",21,21,0,0,11,103,10945,"NF4"
"MUKHERJE.IN2-2221","PROV","OPT",20,20,0,0,4.5,0,2451,"NF4"
"MUKHERJE.IN2-2341","PROV","OPT",19,19,0,0,4.19,0,2514,"NF4"
"MUKHERJE.IN2-2481","PROV","OPT",18,18,0,0,2.83,0,1904,"NF4"
"MUKHERJE.IN2-2631","PROV","OPT",17,17,0,0,2.64,0,2013,"NF4"
"MUKHERJE.IN2-2811","PROV","OPT",16,16,0,0,2.64,0,2043,"NF4"
"MUKHERJE.IN2-3011","PROV","OPT",15,15,0,0,2.67,0,2194,"NF4"
"MUKHERJE.IN2-3241","PROV","OPT",14,14,0,0,2,0,2069,"NF4"
"MUKHERJE.IN2-3511","PROV","OPT",13,13,0,0,1.75,0,1933,"NF4"
"ROSZIEG.IN2-141","PROV","OPT",10,10,0,0,0.11,0,391,"NF4"
"ROSZIEG.IN2-161","PROV","OPT",8,8,0,0,0.16,0,684,"NF4"
"ROSZIEG.IN2-181","PROV","OPT",7,7,0,0,0.12,0,317,"NF4"
"ROSZIEG.IN2-211","PROV","OPT",6,6,0,0,0.05,0,239,"NF4"
"ROSZIEG.IN2-251","PROV","OPT",6,6,0,0,0.05,0,188,"NF4"
"ROSZIEG.IN2-321","PROV","OPT",4,4,0,0,0.03,0,207,"NF4"
"SAWYER30.IN2-251","FEAS","OPT",14,13,0,0,600,132030,13890951,"NF4"
"SAWYER30.IN2-271","PROV","OPT",13,13,0,0,0.53,20,1363,"NF4"
"SAWYER30.IN2-301","PROV","OPT",11,11,0,0,0.49,464,5782,"NF4"
"SAWYER30.IN2-331","PROV","OPT",10,10,0,0,0.49,33,1439,"NF4"
"SAWYER30.IN2-361","PROV","OPT",9,9,0,0,1.83,2010,60047,"NF4"
"SAWYER30.IN2-411","PROV","OPT",8,8,0,0,0.21,0,649,"NF4"
"SAWYER30.IN2-471","PROV","OPT",7,7,0,0,0.18,61,1245,"NF4"
"SAWYER30.IN2-541","PROV","OPT",6,6,0,0,0.23,0,440,"NF4"
"SAWYER30.IN2-751","PROV","OPT",5,5,0,0,0.04,0,240,"NF4"
"SCHOLL.IN2-13941","FEAS","SUB",52,50,0,2,600.1,1,37579,"NF4"
"SCHOLL.IN2-14221","PROV","OPT",50,50,0,0,600.06,1041,148461,"NF4"
"SCHOLL.IN2-14521","FEAS","SUB",50,50,0,2,601.41,0,36917,"NF4"
"SCHOLL.IN2-14831","FEAS","SUB",49,47,0,2,600.14,58,98935,"NF4"
"SCHOLL.IN2-15151","FEAS","SUB",48,46,0,2,600.15,33,88240,"NF4"
"SCHOLL.IN2-15481","FEAS","SUB",47,46,0,1,600.08,1,48341,"NF4"
"SCHOLL.IN2-15841","FEAS","SUB",46,44,0,2,600.1,917,219340,"NF4"
"SCHOLL.IN2-16201","FEAS","SUB",45,43,0,1,600.08,2,68436,"NF4"
"SCHOLL.IN2-16591","FEAS","SUB",43,42,0,1,600.16,2453,640801,"NF4"
"SCHOLL.IN2-16991","FEAS","SUB",43,41,0,1,600.12,3,69911,"NF4"
"SCHOLL.IN2-17421","FEAS","SUB",42,40,0,2,600.02,3838,673894,"NF4"
"SCHOLL.IN2-17871","FEAS","SUB",40,39,0,1,600.04,3119,762851,"NF4"
"SCHOLL.IN2-18341","FEAS","SUB",39,38,0,1,600.02,5448,668514,"NF4"
"SCHOLL.IN2-18831","FEAS","SUB",39,37,0,2,600.02,827,194298,"NF4"
"SCHOLL.IN2-19351","FEAS","SUB",37,36,0,1,600.01,2438,525543,"NF4"
"SCHOLL.IN2-19911","FEAS","SUB",36,35,0,1,600.04,2421,381753,"NF4"
"SCHOLL.IN2-20491","FEAS","SUB",35,34,0,1,600.26,7873,819298,"NF4"
"SCHOLL.IN2-21111","FEAS","SUB",34,33,0,1,600.03,2483,625092,"NF4"
"SCHOLL.IN2-21771","FEAS","SUB",33,32,0,1,600.27,8729,904399,"NF4"
"SCHOLL.IN2-22471","FEAS","SUB",32,31,0,1,600.02,11473,1311403,"NF4"
"SCHOLL.IN2-23221","FEAS","SUB",31,30,0,1,600.83,9829,906030,"NF4"
"SCHOLL.IN2-24021","FEAS","SUB",30,29,0,1,600.29,11364,1186473,"NF4"
"SCHOLL.IN2-24881","FEAS","SUB",29,28,0,1,600.01,9145,1339838,"NF4"
"SCHOLL.IN2-25801","FEAS","SUB",28,27,0,1,600.01,23748,2116519,"NF4"
"SCHOLL.IN2-26801","FEAS","SUB",27,26,0,1,600.32,29295,2082725,"NF4"
"SCHOLL.IN2-27871","FEAS","SUB",26,25,0,1,600.1,56352,1253867,"NF4"
"TONGE70.IN2-1601","FEAS","OPT",23,22,0,0,600.02,363340,7927171,"NF4"
"TONGE70.IN2-1681","FEAS","OPT",22,21,0,0,600.01,209992,8062792,"NF4"
"TONGE70.IN2-1761","FEAS","OPT",21,20,0,0,600.05,295959,7161970,"NF4"
"TONGE70.IN2-1851","FEAS","OPT",20,19,0,0,600.01,422838,12001968,"NF4"
"TONGE70.IN2-1951","FEAS","OPT",19,18,0,0,600.01,416087,9175174,"NF4"
"TONGE70.IN2-2071","PROV","OPT",17,17,0,0,76.47,55160,796017,"NF4"
"TONGE70.IN2-2201","FEAS","SUB",17,16,1,1,600.01,566266,6989618,"NF4"
"TONGE70.IN2-2341","FEAS","OPT",16,15,0,0,600.01,791389,11274333,"NF4"
"TONGE70.IN2-2511","PROV","OPT",14,14,0,0,45.73,69920,566694,"NF4"
"TONGE70.IN2-2701","FEAS","SUB",14,13,1,1,600.01,593836,8146299,"NF4"
"TONGE70.IN2-2931","PROV","OPT",12,12,0,0,106.65,259357,1465506,"NF4"
"TONGE70.IN2-3201","PROV","OPT",11,11,0,0,2.27,252,11272,"NF4"
"TONGE70.IN2-3641","PROV","OPT",10,10,0,0,0.39,0,1086,"NF4"
"TONGE70.IN2-4101","PROV","OPT",9,9,0,0,0.32,0,1018,"NF4"
"TONGE70.IN2-4681","PROV","OPT",8,8,0,0,0.22,0,826,"NF4"
"TONGE70.IN2-5271","PROV","OPT",7,7,0,0,0.2,0,917,"NF4"
"WARNECKE.IN2-541","FEAS","OPT",31,30,0,0,600,22391,4043562,"NF4"
"WARNECKE.IN2-561","PROV","OPT",29,29,0,0,87.64,12180,482188,"NF4"
"WARNECKE.IN2-581","PROV","OPT",28,28,0,0,278.75,31302,2523647,"NF4"
"WARNECKE.IN2-601","PROV","OPT",27,27,0,0,200.56,4904,1056744,"NF4"
"WARNECKE.IN2-621","FEAS","OPT",27,26,0,0,600.17,52324,5865650,"NF4"
"WARNECKE.IN2-651","PROV","OPT",25,25,0,0,27.58,5948,162375,"NF4"
"WARNECKE.IN2-681","FEAS","OPT",24,23,0,0,600.01,16946,2149433,"NF4"
"WARNECKE.IN2-711","FEAS","OPT",23,22,0,0,600,38400,6017248,"NF4"
"WARNECKE.IN2-741","PROV","OPT",22,22,0,0,3.62,367,9202,"NF4"
"WARNECKE.IN2-781","PROV","OPT",20,20,0,0,511.6,160400,7086727,"NF4"
"WARNECKE.IN2-821","FEAS","OPT",20,19,0,0,600.19,63062,6520994,"NF4"
"WARNECKE.IN2-861","PROV","OPT",19,19,0,0,4.16,101,6769,"NF4"
"WARNECKE.IN2-921","FEAS","SUB",18,17,0,1,600.01,295787,11192225,"NF4"
"WARNECKE.IN2-971","PROV","OPT",16,16,0,0,18.15,6810,154706,"NF4"
"WARNECKE.IN2-1041","PROV","OPT",15,15,0,0,3.68,2083,50517,"NF4"
"WARNECKE.IN2-1111","PROV","OPT",14,14,0,0,214.66,477960,2573353,"NF4"
"WEE-MAG.IN2-281","PROV","OPT",63,63,0,0,10.5,0,2499,"NF4"
"WEE-MAG.IN2-291","PROV","OPT",63,63,0,0,11.09,0,2639,"NF4"
"WEE-MAG.IN2-301","PROV","OPT",62,62,0,0,26.13,122,22409,"NF4"
"WEE-MAG.IN2-311","PROV","OPT",62,62,0,0,7.08,0,2046,"NF4"
"WEE-MAG.IN2-321","PROV","OPT",61,61,0,0,448.01,12045,607428,"NF4"
"WEE-MAG.IN2-331","PROV","OPT",61,61,0,0,395.86,85,128886,"NF4"
"WEE-MAG.IN2-341","PROV","OPT",61,61,0,0,285.01,3,110440,"NF4"
"WEE-MAG.IN2-351","PROV","OPT",60,60,0,0,340.43,66,136219,"NF4"
"WEE-MAG.IN2-361","PROV","OPT",60,60,0,0,348.41,48,133768,"NF4"
"WEE-MAG.IN2-371","PROV","OPT",60,60,0,0,287.8,3,118131,"NF4"
"WEE-MAG.IN2-381","PROV","OPT",60,60,0,0,347.2,3,122283,"NF4"
"WEE-MAG.IN2-391","PROV","OPT",60,60,0,0,449.8,20,170899,"NF4"
"WEE-MAG.IN2-401","PROV","OPT",60,60,0,0,226.17,3,96176,"NF4"
"WEE-MAG.IN2-411","PROV","OPT",59,59,0,0,356.85,29,139746,"NF4"
"WEE-MAG.IN2-421","INF","SUB",NA,NA,NA,NA,600.07,0,193157,"NF4"
"WEE-MAG.IN2-431","PROV","OPT",50,50,0,0,299.44,34,107929,"NF4"
"WEE-MAG.IN2-451","FEAS","OPT",38,34,0,0,600.01,10383,2064688,"NF4"
"WEE-MAG.IN2-461","FEAS","OPT",34,33,0,0,600.2,62767,2508487,"NF4"
"WEE-MAG.IN2-471","FEAS","OPT",33,32,0,0,600.23,65834,3016877,"NF4"
"WEE-MAG.IN2-491","FEAS","OPT",32,31,0,0,600.08,56707,4100242,"NF4"
"WEE-MAG.IN2-501","FEAS","OPT",32,30,0,0,600.02,1913,681574,"NF4"
"WEE-MAG.IN2-521","PROV","OPT",31,31,0,0,85.18,1724,130062,"NF4"
"WEE-MAG.IN2-541","PROV","OPT",31,31,0,0,38.32,3408,133311,"NF4"
"WEE-MAG.IN2-561","PROV","OPT",30,30,0,0,11.44,191,16364,"NF4"
