"name","stat","opt","value","lb","gap.bkv.","gap.lb.","time","nodes","iterations","type"
"SAWYER30.IN2-10","PROV","OPT",34,34,0,0,1.01,5779,42083,"PA1"
"SAWYER30.IN2-11","PROV","OPT",31,31,0,0,1.09,3307,40267,"PA1"
"SAWYER30.IN2-12","PROV","OPT",28,28,0,0,1.33,3767,47518,"PA1"
"SAWYER30.IN2-13","PROV","OPT",26,26,0,0,1.03,3218,47096,"PA1"
"SAWYER30.IN2-14","PROV","OPT",25,25,0,0,0.27,824,9357,"PA1"
"TONGE70.IN2-3","PROV","OPT",1170,1170,0,0,0.06,295,1035,"PA1"
"TONGE70.IN2-4","PROV","OPT",878,878,0,0,0.09,108,1520,"PA1"
"TONGE70.IN2-5","PROV","OPT",702,702,0,0,3.78,18479,112746,"PA1"
"TONGE70.IN2-6","PROV","OPT",585,585,0,0,6.23,26365,169112,"PA1"
"TONGE70.IN2-7","PROV","OPT",502,502,0,0,1.04,2476,52552,"PA1"
"TONGE70.IN2-8","PROV","OPT",439,439,0,0,3.97,15135,128487,"PA1"
"TONGE70.IN2-9","FEAS","OPT",391,390,0,0,600,1091875,18922302,"PA1"
"TONGE70.IN2-10","FEAS","OPT",352,351,0,0,600,603130,14029224,"PA1"
"TONGE70.IN2-11","PROV","OPT",320,320,0,0,127.11,537183,3802036,"PA1"
"TONGE70.IN2-12","FEAS","OPT",294,293,0,0,600,1714761,15277771,"PA1"
"TONGE70.IN2-13","FEAS","OPT",271,270,0,0,600,472127,14973574,"PA1"
"TONGE70.IN2-14","FEAS","SUB",253,251,2,2,600.11,814581,15496245,"PA1"
"TONGE70.IN2-15","FEAS","SUB",236,234,1,1,600,485852,17523106,"PA1"
"TONGE70.IN2-16","FEAS","SUB",222,220,1,1,600.05,306332,15006346,"PA1"
"TONGE70.IN2-17","FEAS","SUB",209,207,1,1,600.11,541679,14659601,"PA1"
"TONGE70.IN2-18","FEAS","SUB",197,195,1,1,600.08,184679,13269657,"PA1"
"TONGE70.IN2-19","FEAS","SUB",187,185,1,1,600.07,266094,13782506,"PA1"
"TONGE70.IN2-20","FEAS","SUB",178,176,1,1,600.04,591238,19058409,"PA1"
"TONGE70.IN2-21","FEAS","OPT",170,168,0,0,600.07,407348,14543727,"PA1"
"TONGE70.IN2-22","FEAS","SUB",163,160,1,1,600.08,123490,12904171,"PA1"
"TONGE70.IN2-23","PROV","OPT",156,156,0,0,31.22,24514,448412,"PA1"
"TONGE70.IN2-24","PROV","OPT",156,156,0,0,58.97,16701,972379,"PA1"
"TONGE70.IN2-25","PROV","OPT",156,156,0,0,13.2,6553,163974,"PA1"
"ARC83.IN2-3","PROV","OPT",25236,25236,0,0,0.75,3650,11435,"PA1"
"ARC83.IN2-4","PROV","OPT",18927,18927,0,0,40.2,307125,1520888,"PA1"
"ARC83.IN2-5","PROV","OPT",15142,15142,0,0,214.35,623939,6011454,"PA1"
"ARC83.IN2-6","PROV","OPT",12620,12620,0,0,169.24,251283,4013805,"PA1"
"ARC83.IN2-7","FEAS","SUB",10827,10826,1,1,600,1269971,13459697,"PA1"
"ARC83.IN2-8","FEAS","SUB",9555,9554,1,1,600,663600,13437242,"PA1"
"ARC83.IN2-9","FEAS","OPT",8499,8498,0,0,600.08,619648,10930063,"PA1"
"ARC83.IN2-10","FEAS","SUB",7591,7579,11,11,600.05,398365,15547364,"PA1"
"ARC83.IN2-11","FEAS","SUB",7091,7082,7,7,600.09,759244,12450000,"PA1"
"ARC83.IN2-12","FEAS","SUB",6414,6412,2,2,600.16,493125,12572536,"PA1"
"ARC83.IN2-13","FEAS","SUB",5870,5864,6,6,600.1,234741,11144352,"PA1"
"ARC83.IN2-14","FEAS","SUB",5447,5441,6,6,600.1,354282,11268765,"PA1"
"ARC83.IN2-15","FEAS","SUB",5115,5104,11,11,600,145715,10572752,"PA1"
"ARC83.IN2-16","PROV","OPT",4850,4850,0,0,306.21,50214,4738316,"PA1"
"ARC83.IN2-17","FEAS","SUB",4531,4507,15,15,600.19,252747,10546667,"PA1"
"ARC83.IN2-18","FEAS","SUB",4342,4281,25,25,600.08,114079,9292325,"PA1"
"ARC83.IN2-19","FEAS","SUB",4131,4034,63,63,600.06,70460,8534291,"PA1"
"ARC83.IN2-20","FEAS","SUB",3921,3834,39,39,600.12,178353,9671543,"PA1"
"ARC83.IN2-21","FEAS","SUB",3722,3691,31,31,600.11,119199,9972819,"PA1"
"ARC83.IN2-22","PROV","OPT",3691,3691,0,0,154.71,22423,2586633,"PA1"
"ARC111.IN2-3","PROV","OPT",50133,50133,0,0,0.1,363,1660,"PA1"
"ARC111.IN2-4","PROV","OPT",37600,37600,0,0,1.43,3360,46739,"PA1"
"ARC111.IN2-5","PROV","OPT",30080,30080,0,0,148.59,883173,5208130,"PA1"
"ARC111.IN2-6","PROV","OPT",25067,25067,0,0,9.21,24134,197754,"PA1"
"ARC111.IN2-7","PROV","OPT",21486,21486,0,0,18.75,57517,509710,"PA1"
"ARC111.IN2-8","FEAS","SUB",18802,18800,2,2,600.04,912821,17291363,"PA1"
"ARC111.IN2-9","FEAS","SUB",16712,16711,1,1,600,1322166,15743226,"PA1"
"ARC111.IN2-10","FEAS","SUB",15042,15040,2,2,600,653399,13065052,"PA1"
"ARC111.IN2-11","FEAS","SUB",13676,13673,3,3,600,1519999,15185684,"PA1"
"ARC111.IN2-12","FEAS","SUB",12537,12534,3,3,600.05,457257,16296099,"PA1"
"ARC111.IN2-13","FEAS","SUB",11573,11570,3,3,600.08,898097,11976579,"PA1"
"ARC111.IN2-14","FEAS","SUB",10751,10747,4,4,600,251246,14900378,"PA1"
"ARC111.IN2-15","FEAS","SUB",10042,10035,7,7,600.04,517972,15239649,"PA1"
"ARC111.IN2-16","FEAS","SUB",9424,9411,12,12,600,211882,13538793,"PA1"
"ARC111.IN2-17","FEAS","SUB",8874,8853,19,19,600,221511,13057419,"PA1"
"ARC111.IN2-18","FEAS","SUB",8377,8376,0,1,600.21,237197,10077518,"PA1"
"ARC111.IN2-19","FEAS","SUB",7952,7920,30,32,600.24,196061,11048916,"PA1"
"ARC111.IN2-20","FEAS","SUB",7535,7520,11,15,600.17,226962,9836231,"PA1"
"ARC111.IN2-21","FEAS","SUB",7266,7181,79,85,600.17,160816,8886401,"PA1"
"ARC111.IN2-22","FEAS","SUB",6958,6839,102,119,600.15,210344,8917926,"PA1"
"ARC111.IN2-23","FEAS","SUB",6615,6550,55,64,600.16,189806,7348036,"PA1"
"ARC111.IN2-24","FEAS","SUB",6309,6273,27,36,600.18,157982,8355594,"PA1"
"ARC111.IN2-25","FEAS","SUB",6125,6083,24,40,600.04,56133,6708814,"PA1"
"ARC111.IN2-26","FEAS","SUB",5885,5840,30,41,600.01,133028,10030318,"PA1"
"ARC111.IN2-27","FEAS","OPT",5689,5615,0,0,600,127287,7184676,"PA1"
"HAHN.IN2-3","PROV","OPT",4787,4787,0,0,0.03,0,0,"PA1"
"HAHN.IN2-4","PROV","OPT",3677,3677,0,0,0.14,490,3749,"PA1"
"HAHN.IN2-5","PROV","OPT",2823,2823,0,0,0.31,859,17831,"PA1"
"HAHN.IN2-6","PROV","OPT",2400,2400,0,0,0.29,229,9147,"PA1"
"HAHN.IN2-7","PROV","OPT",2336,2336,0,0,0.68,960,27475,"PA1"
"HAHN.IN2-8","PROV","OPT",1907,1907,0,0,2.47,3440,84862,"PA1"
"HAHN.IN2-9","PROV","OPT",1827,1827,0,0,1.13,2532,40217,"PA1"
"HAHN.IN2-10","PROV","OPT",1775,1775,0,0,0.97,1395,25629,"PA1"
"WARNECKE.IN2-3","PROV","OPT",516,516,0,0,0.05,269,772,"PA1"
"WARNECKE.IN2-4","PROV","OPT",387,387,0,0,0.87,4524,52296,"PA1"
"WARNECKE.IN2-5","PROV","OPT",310,310,0,0,0.39,1695,24800,"PA1"
"WARNECKE.IN2-6","PROV","OPT",258,258,0,0,7.6,37412,227346,"PA1"
"WARNECKE.IN2-7","PROV","OPT",222,222,0,0,1.31,3720,46067,"PA1"
"WARNECKE.IN2-8","PROV","OPT",194,194,0,0,10.71,36506,394290,"PA1"
"WARNECKE.IN2-9","PROV","OPT",172,172,0,0,30.91,68105,1027752,"PA1"
"WARNECKE.IN2-10","PROV","OPT",155,155,0,0,171.11,239870,6299889,"PA1"
"WARNECKE.IN2-11","PROV","OPT",142,142,0,0,230.12,500168,8793093,"PA1"
"WARNECKE.IN2-12","PROV","OPT",130,130,0,0,121.47,157548,3474096,"PA1"
"WARNECKE.IN2-13","PROV","OPT",120,120,0,0,18.26,19259,507327,"PA1"
"WARNECKE.IN2-14","PROV","OPT",111,111,0,0,204.06,150342,6371189,"PA1"
"WARNECKE.IN2-15","PROV","OPT",104,104,0,0,59.11,68319,1493196,"PA1"
"WARNECKE.IN2-16","FEAS","SUB",99,97,1,1,600,235395,18868207,"PA1"
"WARNECKE.IN2-17","PROV","OPT",92,92,0,0,27.07,23992,610234,"PA1"
"WARNECKE.IN2-18","FEAS","SUB",88,87,1,1,600,558495,22693443,"PA1"
"WARNECKE.IN2-19","FEAS","SUB",85,83,1,1,600,255200,18456655,"PA1"
"WARNECKE.IN2-20","FEAS","SUB",80,78,1,1,600.1,378598,12611585,"PA1"
"WARNECKE.IN2-21","FEAS","SUB",77,74,1,1,600.09,460164,15311811,"PA1"
"WARNECKE.IN2-22","FEAS","SUB",74,71,1,1,600.02,174227,15763963,"PA1"
"WARNECKE.IN2-23","FEAS","SUB",72,68,3,3,600.07,174210,13434139,"PA1"
"WARNECKE.IN2-24","FEAS","SUB",69,65,3,3,600.07,82369,12402146,"PA1"
"WARNECKE.IN2-25","FEAS","SUB",66,63,2,2,600.12,114168,10284723,"PA1"
"WARNECKE.IN2-26","FEAS","OPT",64,60,0,0,600.04,89439,13227937,"PA1"
"WARNECKE.IN2-27","FEAS","SUB",64,58,4,4,600.07,124337,11815711,"PA1"
"WARNECKE.IN2-28","FEAS","OPT",59,56,0,0,600.1,89278,12579062,"PA1"
"WARNECKE.IN2-29","FEAS","SUB",58,54,2,2,600.06,56896,10470069,"PA1"
"WEE-MAG.IN2-3","PROV","OPT",500,500,0,0,0.04,0,170,"PA1"
"WEE-MAG.IN2-4","PROV","OPT",375,375,0,0,0.06,132,1149,"PA1"
"WEE-MAG.IN2-5","PROV","OPT",300,300,0,0,0.14,378,3138,"PA1"
"WEE-MAG.IN2-6","PROV","OPT",250,250,0,0,0.27,780,5384,"PA1"
"WEE-MAG.IN2-7","PROV","OPT",215,215,0,0,0.47,792,6255,"PA1"
"WEE-MAG.IN2-8","PROV","OPT",188,188,0,0,0.35,890,5281,"PA1"
"WEE-MAG.IN2-9","PROV","OPT",167,167,0,0,0.73,1565,10783,"PA1"
"WEE-MAG.IN2-10","PROV","OPT",150,150,0,0,119.75,246286,4389367,"PA1"
"WEE-MAG.IN2-11","PROV","OPT",137,137,0,0,1.76,1776,19136,"PA1"
"WEE-MAG.IN2-12","PROV","OPT",125,125,0,0,8.37,17469,199988,"PA1"
"WEE-MAG.IN2-13","PROV","OPT",116,116,0,0,1.83,2076,21709,"PA1"
"WEE-MAG.IN2-14","PROV","OPT",108,108,0,0,247.25,550724,5926153,"PA1"
"WEE-MAG.IN2-15","PROV","OPT",100,100,0,0,15.15,18112,324339,"PA1"
"WEE-MAG.IN2-16","PROV","OPT",94,94,0,0,10.5,17766,177680,"PA1"
"WEE-MAG.IN2-17","FEAS","SUB",90,89,1,1,600.01,629174,12877337,"PA1"
"WEE-MAG.IN2-18","FEAS","SUB",87,85,0,3,600.08,171451,10847200,"PA1"
"WEE-MAG.IN2-19","FEAS","SUB",85,79,1,1,600.1,185030,11240052,"PA1"
"WEE-MAG.IN2-20","PROV","OPT",77,77,0,0,34.58,18103,799019,"PA1"
"WEE-MAG.IN2-21","PROV","OPT",72,72,0,0,101.89,95796,3562252,"PA1"
"WEE-MAG.IN2-22","PROV","OPT",69,69,0,0,51.89,81765,1396087,"PA1"
"WEE-MAG.IN2-23","FEAS","SUB",68,66,1,1,600.12,359806,11921192,"PA1"
"WEE-MAG.IN2-24","PROV","OPT",66,66,0,0,34.26,17893,401158,"PA1"
"WEE-MAG.IN2-25","FEAS","SUB",66,65,1,1,600.01,521301,18134551,"PA1"
"WEE-MAG.IN2-26","FEAS","OPT",65,58,0,0,600.08,243692,8820401,"PA1"
"WEE-MAG.IN2-27","FEAS","OPT",65,56,0,0,600.12,367843,8033443,"PA1"
"WEE-MAG.IN2-28","FEAS","SUB",64,54,0,1,600.12,330124,10008096,"PA1"
"WEE-MAG.IN2-29","FEAS","OPT",63,52,0,0,600.16,295915,7631820,"PA1"
"WEE-MAG.IN2-30","FEAS","OPT",56,50,0,0,600.06,70575,7179694,"PA1"
"LUTZ3.IN2-3","PROV","OPT",548,548,0,0,0.05,34,437,"PA1"
"LUTZ3.IN2-4","PROV","OPT",411,411,0,0,0.27,393,7684,"PA1"
"LUTZ3.IN2-5","PROV","OPT",329,329,0,0,0.31,242,8407,"PA1"
"LUTZ3.IN2-6","PROV","OPT",275,275,0,0,4.38,5723,177509,"PA1"
"LUTZ3.IN2-7","PROV","OPT",236,236,0,0,3.9,3176,162979,"PA1"
"LUTZ3.IN2-8","PROV","OPT",207,207,0,0,6.77,3334,177866,"PA1"
"LUTZ3.IN2-9","PROV","OPT",184,184,0,0,30.31,43454,893078,"PA1"
"LUTZ3.IN2-10","PROV","OPT",165,165,0,0,5.53,4036,134441,"PA1"
"LUTZ3.IN2-11","PROV","OPT",151,151,0,0,46.78,36617,1054971,"PA1"
"LUTZ3.IN2-12","PROV","OPT",138,138,0,0,344.77,41844,6182002,"PA1"
"LUTZ3.IN2-13","PROV","OPT",128,128,0,0,36.86,16886,741574,"PA1"
"LUTZ3.IN2-14","PROV","OPT",118,118,0,0,32.56,18793,600059,"PA1"
"LUTZ3.IN2-15","PROV","OPT",110,110,0,0,182.49,113275,3626261,"PA1"
"LUTZ3.IN2-16","PROV","OPT",105,105,0,0,491.7,192738,10589640,"PA1"
"LUTZ3.IN2-17","PROV","OPT",98,98,0,0,38.18,21732,726931,"PA1"
"LUTZ3.IN2-18","FEAS","OPT",93,92,0,0,600,136715,11353678,"PA1"
"LUTZ3.IN2-19","PROV","OPT",89,89,0,0,276.18,66313,4712305,"PA1"
"LUTZ3.IN2-20","FEAS","OPT",85,84,0,0,600,65275,9699877,"PA1"
"LUTZ3.IN2-21","FEAS","OPT",80,79,0,0,600,56509,9763318,"PA1"
"LUTZ3.IN2-22","PROV","OPT",76,76,0,0,264.65,37286,4030358,"PA1"
"LUTZ3.IN2-23","FEAS","SUB",75,73,1,1,600.13,115753,9209043,"PA1"
"MUKHERJE.IN2-3","PROV","OPT",1403,1403,0,0,0.05,0,191,"PA1"
"MUKHERJE.IN2-4","PROV","OPT",1052,1052,0,0,0.19,418,5322,"PA1"
"MUKHERJE.IN2-5","PROV","OPT",844,844,0,0,1.95,3128,78007,"PA1"
"MUKHERJE.IN2-6","PROV","OPT",704,704,0,0,0.71,2303,21703,"PA1"
"MUKHERJE.IN2-7","PROV","OPT",621,621,0,0,1.23,1624,21728,"PA1"
"MUKHERJE.IN2-8","PROV","OPT",532,532,0,0,45.56,15864,984541,"PA1"
"MUKHERJE.IN2-9","PROV","OPT",471,471,0,0,19.49,18533,475382,"PA1"
"MUKHERJE.IN2-10","PROV","OPT",424,424,0,0,26.28,28947,580704,"PA1"
"MUKHERJE.IN2-11","PROV","OPT",391,391,0,0,119.77,29325,2154344,"PA1"
"MUKHERJE.IN2-12","PROV","OPT",358,358,0,0,57.19,27483,890295,"PA1"
"MUKHERJE.IN2-13","PROV","OPT",325,325,0,0,134.06,43720,1700475,"PA1"
"MUKHERJE.IN2-14","PROV","OPT",311,311,0,0,196.2,67303,2882479,"PA1"
"MUKHERJE.IN2-15","FEAS","SUB",289,288,1,1,600.13,431349,7222251,"PA1"
"MUKHERJE.IN2-16","FEAS","SUB",269,268,1,1,600.03,471574,8699311,"PA1"
"MUKHERJE.IN2-17","PROV","OPT",251,251,0,0,133.43,47476,1488496,"PA1"
"MUKHERJE.IN2-18","PROV","OPT",239,239,0,0,542.88,203727,5148626,"PA1"
"MUKHERJE.IN2-19","PROV","OPT",226,226,0,0,319.47,23018,4432573,"PA1"
"MUKHERJE.IN2-20","FEAS","SUB",222,219,2,2,600.12,215056,6164433,"PA1"
"MUKHERJE.IN2-21","PROV","OPT",208,208,0,0,449.74,26393,5043425,"PA1"
"MUKHERJE.IN2-22","FEAS","SUB",201,200,1,1,600.01,153867,7308494,"PA1"
"MUKHERJE.IN2-23","FEAS","SUB",190,189,1,1,600.88,123621,5493050,"PA1"
"MUKHERJE.IN2-24","FEAS","SUB",180,179,1,1,600.01,671765,5256688,"PA1"
"MUKHERJE.IN2-25","FEAS","SUB",173,171,1,1,600.04,406799,8472786,"PA1"
"MUKHERJE.IN2-26","PROV","OPT",171,171,0,0,57.24,18755,651646,"PA1"
"BARTHOLD.IN2-3","PROV","OPT",1878,1878,0,0,0.09,71,855,"PA1"
"BARTHOLD.IN2-4","PROV","OPT",1409,1409,0,0,0.23,340,3946,"PA1"
"BARTHOLD.IN2-5","PROV","OPT",1127,1127,0,0,0.24,448,7325,"PA1"
"BARTHOLD.IN2-6","PROV","OPT",939,939,0,0,1.52,1550,24772,"PA1"
"BARTHOLD.IN2-7","PROV","OPT",805,805,0,0,2.66,1969,33524,"PA1"
"BARTHOLD.IN2-8","PROV","OPT",705,705,0,0,2.39,1827,22641,"PA1"
"BARTHOLD.IN2-9","PROV","OPT",626,626,0,0,19.45,34396,433131,"PA1"
"BARTHOLD.IN2-10","PROV","OPT",564,564,0,0,3.32,1660,32690,"PA1"
"BARTHOLD.IN2-11","PROV","OPT",513,513,0,0,270.28,540636,10508812,"PA1"
"BARTHOLD.IN2-12","PROV","OPT",470,470,0,0,314.46,591054,5870676,"PA1"
"BARTHOLD.IN2-13","PROV","OPT",434,434,0,0,20.98,19554,199646,"PA1"
"BARTHOLD.IN2-14","PROV","OPT",403,403,0,0,110.8,131501,2232863,"PA1"
"BARTHOLD.IN2-15","PROV","OPT",383,383,0,0,4.88,1926,45532,"PA1"
"BARTHOL2.IN2-27","FEAS","SUB",159,157,2,2,600.08,682963,4937489,"PA1"
"BARTHOL2.IN2-28","FEAS","SUB",154,151,2,2,600.08,648688,4437457,"PA1"
"BARTHOL2.IN2-29","FEAS","SUB",149,146,3,3,600.13,522499,4613006,"PA1"
"BARTHOL2.IN2-30","FEAS","SUB",144,141,2,2,600.1,851489,7626877,"PA1"
"BARTHOL2.IN2-31","FEAS","SUB",140,137,3,3,600.13,489787,4358384,"PA1"
"BARTHOL2.IN2-32","FEAS","SUB",135,132,2,2,600.09,489282,4902506,"PA1"
"BARTHOL2.IN2-33","FEAS","SUB",131,128,2,2,600.13,598423,5288921,"PA1"
"BARTHOL2.IN2-34","FEAS","SUB",127,125,2,2,600.12,771884,4748817,"PA1"
"BARTHOL2.IN2-35","FEAS","SUB",123,121,2,2,600.07,922883,6220326,"PA1"
"BARTHOL2.IN2-36","FEAS","SUB",120,118,2,2,600.11,843688,4996803,"PA1"
"BARTHOL2.IN2-37","FEAS","SUB",117,114,2,2,600.09,850559,5095392,"PA1"
"BARTHOL2.IN2-38","FEAS","SUB",114,111,2,2,600.2,504783,4412823,"PA1"
"BARTHOL2.IN2-39","FEAS","SUB",112,109,3,3,600.06,202512,4425358,"PA1"
"BARTHOL2.IN2-40","FEAS","SUB",109,106,3,3,600.11,710060,5018642,"PA1"
"BARTHOL2.IN2-41","FEAS","SUB",107,103,3,3,600.13,710734,5341749,"PA1"
"BARTHOL2.IN2-42","FEAS","SUB",104,101,3,3,600.12,512727,6703735,"PA1"
"BARTHOL2.IN2-43","FEAS","SUB",102,98,3,3,600.11,614255,7779291,"PA1"
"BARTHOL2.IN2-44","FEAS","SUB",100,96,3,3,600.28,290977,4073097,"PA1"
"BARTHOL2.IN2-45","FEAS","SUB",97,94,2,2,600.32,317042,3583390,"PA1"
"BARTHOL2.IN2-46","FEAS","SUB",95,92,2,2,600.25,344864,4086081,"PA1"
"BARTHOL2.IN2-47","FEAS","SUB",94,90,3,3,600.11,705932,4194002,"PA1"
"BARTHOL2.IN2-48","FEAS","SUB",92,88,3,3,600.18,413144,4157881,"PA1"
"BARTHOL2.IN2-49","FEAS","SUB",89,86,2,2,600.11,273265,3444810,"PA1"
"BARTHOL2.IN2-50","FEAS","SUB",88,85,3,3,600.31,154326,3605312,"PA1"
"BARTHOL2.IN2-51","FEAS","SUB",87,83,3,3,600.25,243390,4006558,"PA1"
"SCHOLL.IN2-25","FEAS","SUB",2803,2786,16,16,600.14,33329,2948411,"PA1"
"SCHOLL.IN2-26","FEAS","SUB",2710,2679,30,30,600.01,26518,2889627,"PA1"
"SCHOLL.IN2-27","FEAS","SUB",9866,2580,7286,7286,600.12,44353,3376323,"PA1"
"SCHOLL.IN2-28","FEAS","SUB",2539,2488,51,51,600.22,33320,3000140,"PA1"
"SCHOLL.IN2-29","FEAS","SUB",5027,2402,2625,2625,600.09,54260,3092151,"PA1"
"SCHOLL.IN2-30","FEAS","SUB",2340,2322,18,18,600.17,53454,3255557,"PA1"
"SCHOLL.IN2-31","FEAS","SUB",2269,2247,22,22,600.01,72158,2970508,"PA1"
"SCHOLL.IN2-32","FEAS","SUB",16416,2177,14239,14239,600.12,41556,2856226,"PA1"
"SCHOLL.IN2-33","FEAS","SUB",2127,2111,16,16,600.26,19667,2402915,"PA1"
"SCHOLL.IN2-34","FEAS","SUB",2183,2049,134,134,600.16,51053,2868505,"PA1"
"SCHOLL.IN2-35","FEAS","SUB",2014,1990,23,23,600.01,33642,1984280,"PA1"
"SCHOLL.IN2-36","FEAS","SUB",2042,1935,107,107,600.17,35502,2648862,"PA1"
"SCHOLL.IN2-37","FEAS","SUB",2361,1883,478,478,600.24,90113,2560267,"PA1"
"SCHOLL.IN2-38","FEAS","SUB",1853,1833,19,19,600.01,36894,2557825,"PA1"
"SCHOLL.IN2-39","FEAS","SUB",1832,1786,45,45,600.02,35285,2581544,"PA1"
"SCHOLL.IN2-40","FEAS","SUB",1756,1741,14,14,600.19,43065,2340695,"PA1"
"SCHOLL.IN2-41","FEAS","SUB",14960,1699,13260,13260,600.17,35058,2145771,"PA1"
"SCHOLL.IN2-42","FEAS","SUB",9963,1658,8304,8304,600.18,53469,2343881,"PA1"
"SCHOLL.IN2-43","FEAS","SUB",2313,1620,692,692,600.14,32981,2084121,"PA1"
"SCHOLL.IN2-44","FEAS","SUB",19733,1583,18149,18149,600.15,34888,2310031,"PA1"
