"name","stat","opt","value","lb","gap.bkv.","gap.lb.","time","nodes","iterations","type"
"BARTHOLD.IN2-32","PROV","OPT",1878,1878,0,0,0.34,0,501,"PA3"
"BARTHOLD.IN2-42","PROV","OPT",1409,1409,0,0,1.08,1144,9216,"PA3"
"BARTHOLD.IN2-52","PROV","OPT",1127,1127,0,0,1.66,1094,15398,"PA3"
"BARTHOLD.IN2-62","PROV","OPT",939,939,0,0,3.74,2073,30620,"PA3"
"BARTHOLD.IN2-72","PROV","OPT",805,805,0,0,5.59,4729,87709,"PA3"
"BARTHOLD.IN2-82","PROV","OPT",705,705,0,0,1.64,1336,20806,"PA3"
"BARTHOLD.IN2-92","PROV","OPT",626,626,0,0,7.11,4536,85498,"PA3"
"BARTHOLD.IN2-102","PROV","OPT",564,564,0,0,5.2,3425,50585,"PA3"
"BARTHOLD.IN2-112","PROV","OPT",513,513,0,0,13.22,3574,65943,"PA3"
"BARTHOLD.IN2-122","PROV","OPT",470,470,0,0,25.57,62055,392182,"PA3"
"BARTHOLD.IN2-132","PROV","OPT",434,434,0,0,17.9,19345,231134,"PA3"
"BARTHOLD.IN2-142","PROV","OPT",403,403,0,0,28.11,42236,400818,"PA3"
"BARTHOLD.IN2-152","PROV","OPT",383,383,0,0,3.11,1310,29087,"PA3"
"BARTHOL2.IN2-272","FEAS","SUB",159,157,2,2,600.29,242717,6143668,"PA3"
"BARTHOL2.IN2-282","FEAS","SUB",153,152,1,1,600.01,385824,6686524,"PA3"
"BARTHOL2.IN2-292","FEAS","SUB",149,146,3,3,600.07,188342,5759447,"PA3"
"BARTHOL2.IN2-302","FEAS","SUB",143,142,1,1,600.02,650650,8058797,"PA3"
"BARTHOL2.IN2-312","FEAS","SUB",140,137,3,3,600.1,115058,6314591,"PA3"
"BARTHOL2.IN2-322","FEAS","SUB",136,133,3,3,600.15,274982,6445091,"PA3"
"BARTHOL2.IN2-332","FEAS","SUB",131,129,2,2,600.17,126894,8136267,"PA3"
"BARTHOL2.IN2-342","FEAS","SUB",127,125,2,2,600.21,309272,5699843,"PA3"
"BARTHOL2.IN2-352","FEAS","SUB",124,121,3,3,600.03,305856,7622298,"PA3"
"BARTHOL2.IN2-362","FEAS","SUB",121,118,3,3,600.24,159897,5453938,"PA3"
"BARTHOL2.IN2-372","FEAS","SUB",117,115,2,2,600.14,153656,7506335,"PA3"
"BARTHOL2.IN2-382","FEAS","SUB",114,112,2,2,600.21,206385,6645912,"PA3"
"BARTHOL2.IN2-392","FEAS","SUB",113,109,4,4,600.08,132712,4531695,"PA3"
"BARTHOL2.IN2-402","FEAS","SUB",109,106,3,3,600.1,99595,5538673,"PA3"
"BARTHOL2.IN2-412","FEAS","SUB",107,104,3,3,600.25,157248,6673816,"PA3"
"BARTHOL2.IN2-422","FEAS","SUB",105,101,4,4,600.04,449545,3542582,"PA3"
"BARTHOL2.IN2-432","FEAS","SUB",102,99,3,3,600.14,98609,5969530,"PA3"
"BARTHOL2.IN2-442","FEAS","SUB",100,97,3,3,600.23,88422,4176068,"PA3"
"BARTHOL2.IN2-452","FEAS","SUB",98,95,3,3,600.2,140595,5207923,"PA3"
"BARTHOL2.IN2-462","FEAS","SUB",95,93,2,2,600.26,172716,5799031,"PA3"
"BARTHOL2.IN2-472","FEAS","SUB",94,91,3,3,600.22,121531,4859172,"PA3"
"BARTHOL2.IN2-482","FEAS","SUB",92,89,3,3,600.55,136273,3649839,"PA3"
"BARTHOL2.IN2-492","FEAS","SUB",94,87,7,7,600.04,202814,5478318,"PA3"
"BARTHOL2.IN2-502","FEAS","SUB",89,85,4,4,600.25,113046,4569354,"PA3"
"BARTHOL2.IN2-512","FEAS","SUB",86,84,2,2,600.17,101979,5297995,"PA3"
"SCHOLL.IN2-252","FEAS","SUB",2811,2787,24,24,600,72574,6025851,"PA3"
"SCHOLL.IN2-262","FEAS","SUB",2711,2680,31,31,601.46,14332,1039569,"PA3"
"SCHOLL.IN2-272","INF","SUB",NA,NA,NA,NA,600.02,2704,259957,"PA3"
"SCHOLL.IN2-282","FEAS","SUB",2533,2488,45,45,600.24,17407,928958,"PA3"
"SCHOLL.IN2-292","FEAS","SUB",2429,2402,27,27,600.19,66985,2742490,"PA3"
"SCHOLL.IN2-302","FEAS","SUB",2344,2322,22,22,600.01,15394,973756,"PA3"
"SCHOLL.IN2-312","FEAS","SUB",2284,2247,37,37,600.01,9347,681854,"PA3"
"SCHOLL.IN2-322","FEAS","SUB",2220,2177,43,43,600.01,21724,1465740,"PA3"
"SCHOLL.IN2-332","FEAS","SUB",2236,2111,125,125,600.56,10636,929128,"PA3"
"SCHOLL.IN2-342","INF","SUB",NA,NA,NA,NA,602.95,3115,379793,"PA3"
"SCHOLL.IN2-352","FEAS","SUB",2506,1991,515,515,600.1,2668,366550,"PA3"
"SCHOLL.IN2-362","FEAS","SUB",1959,1935,24,24,600.22,22499,1150427,"PA3"
"SCHOLL.IN2-372","FEAS","SUB",3766,1883,1883,1883,600.08,1835,513452,"PA3"
"SCHOLL.IN2-382","INF","SUB",NA,NA,NA,NA,600.06,1119,465813,"PA3"
"SCHOLL.IN2-392","INF","SUB",NA,NA,NA,NA,600.03,3368,386731,"PA3"
"SCHOLL.IN2-402","FEAS","SUB",2482,1742,740,740,600.03,1221,388904,"PA3"
"SCHOLL.IN2-412","INF","SUB",NA,NA,NA,NA,600.02,1639,549776,"PA3"
"SCHOLL.IN2-422","INF","SUB",NA,NA,NA,NA,600.01,2422,1193371,"PA3"
"SCHOLL.IN2-432","INF","SUB",NA,NA,NA,NA,600.03,1883,459040,"PA3"
"SCHOLL.IN2-442","FEAS","SUB",2327,1584,743,743,600,2786,547692,"PA3"
"SCHOLL.IN2-452","INF","SUB",NA,NA,NA,NA,600.06,999,476172,"PA3"
"SCHOLL.IN2-462","INF","SUB",NA,NA,NA,NA,600.09,1102,375873,"PA3"
"SCHOLL.IN2-472","INF","SUB",NA,NA,NA,NA,603.42,2496,762214,"PA3"
"SCHOLL.IN2-482","INF","SUB",NA,NA,NA,NA,600.09,1673,513092,"PA3"
"SCHOLL.IN2-492","INF","SUB",NA,NA,NA,NA,600.04,754,488337,"PA3"
"SCHOLL.IN2-502","INF","SUB",NA,NA,NA,NA,600.1,1238,1079310,"PA3"
"SCHOLL.IN2-512","INF","SUB",NA,NA,NA,NA,600.02,1640,468358,"PA3"
"SCHOLL.IN2-522","INF","SUB",NA,NA,NA,NA,600.04,1970,447390,"PA3"
"BUXEY.IN2-73","PROV","OPT",47,47,0,0,0.08,0,307,"PA4"
"BUXEY.IN2-83","PROV","OPT",41,41,0,0,0.32,1135,17679,"PA4"
"BUXEY.IN2-93","PROV","OPT",37,37,0,0,0.14,210,4021,"PA4"
"BUXEY.IN2-103","PROV","OPT",34,34,0,0,0.18,422,7482,"PA4"
"BUXEY.IN2-113","PROV","OPT",32,32,0,0,2.66,20423,150179,"PA4"
"BUXEY.IN2-123","PROV","OPT",28,28,0,0,0.25,286,7367,"PA4"
"BUXEY.IN2-133","PROV","OPT",27,27,0,0,5.65,4171,268765,"PA4"
"BUXEY.IN2-143","PROV","OPT",25,25,0,0,0.12,139,2148,"PA4"
"GUNTHER.IN2-63","PROV","OPT",84,84,0,0,0.08,0,218,"PA4"
"GUNTHER.IN2-73","PROV","OPT",72,72,0,0,0.5,1025,22751,"PA4"
"GUNTHER.IN2-83","PROV","OPT",63,63,0,0,0.66,2202,42991,"PA4"
"GUNTHER.IN2-93","PROV","OPT",54,54,0,0,0.11,0,294,"PA4"
"GUNTHER.IN2-103","PROV","OPT",50,50,0,0,1.8,8841,98206,"PA4"
"GUNTHER.IN2-113","PROV","OPT",48,48,0,0,2.8,4186,125358,"PA4"
"GUNTHER.IN2-123","PROV","OPT",44,44,0,0,1.29,1855,46959,"PA4"
"GUNTHER.IN2-133","PROV","OPT",42,42,0,0,3.91,5839,197717,"PA4"
"GUNTHER.IN2-143","PROV","OPT",40,40,0,0,1.67,2883,60110,"PA4"
"GUNTHER.IN2-153","PROV","OPT",40,40,0,0,0.16,278,2099,"PA4"
"KILBRID.IN2-33","PROV","OPT",184,184,0,0,0.05,0,59,"PA4"
"KILBRID.IN2-43","PROV","OPT",138,138,0,0,0.13,70,586,"PA4"
"KILBRID.IN2-53","PROV","OPT",111,111,0,0,0.05,0,105,"PA4"
"KILBRID.IN2-63","PROV","OPT",92,92,0,0,0.1,65,793,"PA4"
"KILBRID.IN2-73","PROV","OPT",79,79,0,0,0.21,890,6952,"PA4"
"KILBRID.IN2-83","PROV","OPT",69,69,0,0,0.2,354,3719,"PA4"
"KILBRID.IN2-93","PROV","OPT",62,62,0,0,0.11,0,470,"PA4"
"KILBRID.IN2-103","PROV","OPT",56,56,0,0,0.2,355,4498,"PA4"
"KILBRID.IN2-113","PROV","OPT",55,55,0,0,0.12,51,876,"PA4"
"LUTZ1.IN2-83","PROV","OPT",1860,1860,0,0,1.51,4138,28904,"PA4"
"LUTZ1.IN2-93","PROV","OPT",1638,1638,0,0,3.29,3572,36141,"PA4"
"LUTZ1.IN2-103","PROV","OPT",1526,1526,0,0,1.69,2035,12461,"PA4"
"LUTZ1.IN2-113","PROV","OPT",1400,1400,0,0,0.38,0,241,"PA4"
"LUTZ1.IN2-123","PROV","OPT",1400,1400,0,0,0.4,0,279,"PA4"
"LUTZ2.IN2-93","PROV","OPT",54,54,0,0,0.47,280,4052,"PA4"
"LUTZ2.IN2-103","PROV","OPT",49,49,0,0,0.74,567,19744,"PA4"
"LUTZ2.IN2-113","PROV","OPT",45,45,0,0,0.42,0,1144,"PA4"
"LUTZ2.IN2-123","PROV","OPT",41,41,0,0,0.83,723,16092,"PA4"
"LUTZ2.IN2-133","PROV","OPT",38,38,0,0,0.43,0,1365,"PA4"
"LUTZ2.IN2-143","PROV","OPT",35,35,0,0,0.66,344,6644,"PA4"
"LUTZ2.IN2-153","PROV","OPT",33,33,0,0,1.65,1216,36057,"PA4"
"LUTZ2.IN2-163","PROV","OPT",31,31,0,0,0.76,157,6992,"PA4"
"LUTZ2.IN2-173","PROV","OPT",29,29,0,0,3.06,2157,60209,"PA4"
"LUTZ2.IN2-183","PROV","OPT",28,28,0,0,8.07,5246,158496,"PA4"
"LUTZ2.IN2-193","PROV","OPT",26,26,0,0,5.14,16817,88464,"PA4"
"LUTZ2.IN2-203","PROV","OPT",25,25,0,0,7.87,9704,160089,"PA4"
"LUTZ2.IN2-213","PROV","OPT",24,24,0,0,7.1,2876,96252,"PA4"
"LUTZ2.IN2-223","PROV","OPT",23,23,0,0,9.46,18008,207368,"PA4"
"LUTZ2.IN2-233","PROV","OPT",22,22,0,0,5.4,5295,82406,"PA4"
"LUTZ2.IN2-243","PROV","OPT",21,21,0,0,15.67,20649,334193,"PA4"
"LUTZ2.IN2-253","PROV","OPT",20,20,0,0,32.64,35225,761734,"PA4"
"LUTZ2.IN2-263","PROV","OPT",19,19,0,0,63.67,31526,1118867,"PA4"
"LUTZ2.IN2-273","PROV","OPT",19,19,0,0,30.11,17003,371633,"PA4"
"LUTZ2.IN2-283","PROV","OPT",18,18,0,0,10.24,6580,147014,"PA4"
"SAWYER30.IN2-73","PROV","OPT",47,47,0,0,0.26,899,13388,"PA4"
"SAWYER30.IN2-83","PROV","OPT",41,41,0,0,0.07,73,929,"PA4"
"SAWYER30.IN2-93","PROV","OPT",37,37,0,0,0.2,519,6575,"PA4"
"SAWYER30.IN2-103","PROV","OPT",34,34,0,0,5.64,8320,298854,"PA4"
"SAWYER30.IN2-113","PROV","OPT",31,31,0,0,1.12,2030,45919,"PA4"
"SAWYER30.IN2-123","PROV","OPT",28,28,0,0,0.39,1029,13605,"PA4"
"SAWYER30.IN2-133","PROV","OPT",26,26,0,0,1.35,1566,52233,"PA4"
"SAWYER30.IN2-143","PROV","OPT",25,25,0,0,0.15,249,3650,"PA4"
"TONGE70.IN2-33","PROV","OPT",1170,1170,0,0,0.26,0,171,"PA4"
"TONGE70.IN2-43","PROV","OPT",878,878,0,0,0.16,0,211,"PA4"
"TONGE70.IN2-53","PROV","OPT",702,702,0,0,1.35,7526,22706,"PA4"
"TONGE70.IN2-63","PROV","OPT",585,585,0,0,1.64,2432,20962,"PA4"
"TONGE70.IN2-73","PROV","OPT",502,502,0,0,0.84,2075,18055,"PA4"
"TONGE70.IN2-83","PROV","OPT",439,439,0,0,1.24,3187,19555,"PA4"
"TONGE70.IN2-93","PROV","OPT",391,391,0,0,93.03,398885,3512674,"PA4"
"TONGE70.IN2-103","FEAS","OPT",352,351,0,0,600,1942588,21343914,"PA4"
"TONGE70.IN2-113","PROV","OPT",320,320,0,0,12.65,43395,333519,"PA4"
"TONGE70.IN2-123","PROV","OPT",294,294,0,0,567.66,2732072,19708716,"PA4"
"TONGE70.IN2-133","PROV","OPT",271,271,0,0,299.96,275173,8929207,"PA4"
"TONGE70.IN2-143","PROV","OPT",251,251,0,0,163.52,381174,5834136,"PA4"
"TONGE70.IN2-153","FEAS","OPT",235,234,0,0,600,1510801,21465590,"PA4"
"TONGE70.IN2-163","FEAS","OPT",221,220,0,0,600,964188,23746215,"PA4"
"TONGE70.IN2-173","FEAS","OPT",208,207,0,0,600,972741,22332163,"PA4"
"TONGE70.IN2-183","FEAS","SUB",197,195,1,1,600,590880,16299738,"PA4"
"TONGE70.IN2-193","PROV","OPT",186,186,0,0,194.68,132092,5839938,"PA4"
"TONGE70.IN2-203","FEAS","OPT",177,176,0,0,600,700855,21535683,"PA4"
"TONGE70.IN2-213","FEAS","OPT",170,169,0,0,600,961111,20496470,"PA4"
"TONGE70.IN2-223","FEAS","SUB",163,160,1,1,600,306478,14280526,"PA4"
"TONGE70.IN2-233","PROV","OPT",156,156,0,0,27.97,41303,595377,"PA4"
"TONGE70.IN2-243","PROV","OPT",156,156,0,0,2.95,2093,26430,"PA4"
"TONGE70.IN2-253","PROV","OPT",156,156,0,0,1.91,1036,15357,"PA4"
"ARC83.IN2-33","PROV","OPT",25236,25236,0,0,16.32,4912,7815,"PA4"
"ARC83.IN2-43","PROV","OPT",18927,18927,0,0,112.9,1133839,5704432,"PA4"
"ARC83.IN2-53","PROV","OPT",15142,15142,0,0,21.89,67223,547911,"PA4"
"ARC83.IN2-63","PROV","OPT",12620,12620,0,0,67.33,247909,1938660,"PA4"
"ARC83.IN2-73","FEAS","SUB",10828,10826,2,2,600.01,1626695,13441541,"PA4"
"ARC83.IN2-83","FEAS","SUB",9556,9553,2,2,600.01,1187826,17333098,"PA4"
"ARC83.IN2-93","FEAS","SUB",8502,8498,3,3,600,1293223,19229305,"PA4"
"ARC83.IN2-103","FEAS","SUB",7585,7580,5,5,600.01,691834,16594301,"PA4"
"ARC83.IN2-113","FEAS","SUB",7091,7084,7,7,600.01,823642,13791000,"PA4"
"ARC83.IN2-123","FEAS","SUB",6418,6412,6,6,600.01,770837,16173103,"PA4"
"ARC83.IN2-133","PROV","OPT",5864,5864,0,0,470.5,353656,13310218,"PA4"
"ARC83.IN2-143","PROV","OPT",5441,5441,0,0,44.87,26670,347479,"PA4"
"ARC83.IN2-153","FEAS","SUB",5113,5104,9,9,600.11,799311,15036284,"PA4"
"ARC83.IN2-163","PROV","OPT",4850,4850,0,0,261.91,127316,4692003,"PA4"
"ARC83.IN2-173","FEAS","SUB",4534,4507,18,18,600.09,382280,9808423,"PA4"
"ARC83.IN2-183","FEAS","SUB",4387,4308,70,70,600.11,267720,4426000,"PA4"
"ARC83.IN2-193","FEAS","SUB",4087,4067,19,19,600.1,454074,10288064,"PA4"
"ARC83.IN2-203","FEAS","SUB",3921,3868,39,39,600.08,140481,7821541,"PA4"
"ARC83.IN2-213","FEAS","SUB",3697,3691,6,6,600.11,335396,9299347,"PA4"
"ARC83.IN2-223","PROV","OPT",3691,3691,0,0,55.98,18892,132560,"PA4"
"ARC111.IN2-33","PROV","OPT",50133,50133,0,0,35.53,1661,11493,"PA4"
"ARC111.IN2-43","PROV","OPT",37600,37600,0,0,8.21,1451,7499,"PA4"
"ARC111.IN2-53","PROV","OPT",30080,30080,0,0,13.74,36974,185461,"PA4"
"ARC111.IN2-63","PROV","OPT",25067,25067,0,0,20.02,7986,33274,"PA4"
"ARC111.IN2-73","PROV","OPT",21486,21486,0,0,45.21,240645,1260751,"PA4"
"ARC111.IN2-83","FEAS","SUB",18801,18800,1,1,600.05,1586387,14651671,"PA4"
"ARC111.IN2-93","FEAS","SUB",16714,16711,3,3,600.06,1691191,15687524,"PA4"
"ARC111.IN2-103","FEAS","SUB",15042,15040,2,2,600.01,1330562,14587501,"PA4"
"ARC111.IN2-113","FEAS","SUB",13676,13673,3,3,600.03,1403454,12023853,"PA4"
"ARC111.IN2-123","FEAS","SUB",12536,12534,2,2,600.01,834206,19370082,"PA4"
"ARC111.IN2-133","FEAS","SUB",11574,11570,4,4,600.04,456677,10957125,"PA4"
"ARC111.IN2-143","FEAS","SUB",10765,10746,18,18,600.04,706437,13644093,"PA4"
"ARC111.IN2-153","FEAS","SUB",10042,10035,7,7,600.05,445780,14574010,"PA4"
"ARC111.IN2-163","FEAS","SUB",9424,9411,12,12,600.02,371255,14576168,"PA4"
"ARC111.IN2-173","FEAS","SUB",8880,8847,25,25,600.65,87048,585817,"PA4"
"ARC111.IN2-183","FEAS","SUB",8405,8376,28,29,600.02,616086,8945702,"PA4"
"ARC111.IN2-193","FEAS","SUB",7948,7920,26,28,600.01,211106,12074539,"PA4"
"ARC111.IN2-203","FEAS","SUB",7538,7520,14,18,600.02,271993,12670331,"PA4"
"ARC111.IN2-213","FEAS","SUB",7295,7181,108,114,600.05,35113,424369,"PA4"
"ARC111.IN2-223","FEAS","SUB",6909,6839,53,70,600.01,169005,9754336,"PA4"
"ARC111.IN2-233","FEAS","SUB",6615,6551,55,64,600.12,159255,3409929,"PA4"
"ARC111.IN2-243","FEAS","SUB",6351,6273,69,78,600.01,150109,7656773,"PA4"
"ARC111.IN2-253","FEAS","SUB",6125,6091,24,40,600.1,71489,5929156,"PA4"
"ARC111.IN2-263","FEAS","SUB",5935,5840,80,91,600.16,106100,5199225,"PA4"
"ARC111.IN2-273","PROV","OPT",5689,5689,0,0,119.81,25693,168626,"PA4"
"HAHN.IN2-33","PROV","OPT",4787,4787,0,0,1.15,0,219,"PA4"
"HAHN.IN2-43","PROV","OPT",3677,3677,0,0,2.13,680,1484,"PA4"
"HAHN.IN2-53","PROV","OPT",2823,2823,0,0,0.88,246,1470,"PA4"
"HAHN.IN2-63","PROV","OPT",2400,2400,0,0,1.17,100,1662,"PA4"
"HAHN.IN2-73","PROV","OPT",2336,2336,0,0,1.88,11,1078,"PA4"
"HAHN.IN2-83","PROV","OPT",1907,1907,0,0,1.74,1248,7090,"PA4"
"HAHN.IN2-93","PROV","OPT",1827,1827,0,0,0.84,0,685,"PA4"
"HAHN.IN2-103","PROV","OPT",1775,1775,0,0,0.6,0,465,"PA4"
"WARNECKE.IN2-33","PROV","OPT",516,516,0,0,0.19,219,936,"PA4"
"WARNECKE.IN2-43","PROV","OPT",387,387,0,0,0.41,1571,6930,"PA4"
"WARNECKE.IN2-53","PROV","OPT",310,310,0,0,0.18,0,265,"PA4"
"WARNECKE.IN2-63","PROV","OPT",258,258,0,0,10.5,109701,414303,"PA4"
"WARNECKE.IN2-73","PROV","OPT",222,222,0,0,1.12,3153,38016,"PA4"
"WARNECKE.IN2-83","PROV","OPT",194,194,0,0,2.2,6314,57517,"PA4"
"WARNECKE.IN2-93","PROV","OPT",172,172,0,0,3.38,10060,90306,"PA4"
"WARNECKE.IN2-103","PROV","OPT",155,155,0,0,18.8,90616,648359,"PA4"
"WARNECKE.IN2-113","PROV","OPT",142,142,0,0,2.47,8056,67103,"PA4"
"WARNECKE.IN2-123","PROV","OPT",130,130,0,0,9.91,26429,297994,"PA4"
"WARNECKE.IN2-133","PROV","OPT",120,120,0,0,59.35,239976,1439272,"PA4"
"WARNECKE.IN2-143","PROV","OPT",111,111,0,0,186.77,288325,7320225,"PA4"
"WARNECKE.IN2-153","PROV","OPT",104,104,0,0,8.98,16227,233025,"PA4"
"WARNECKE.IN2-163","PROV","OPT",98,98,0,0,19.45,20416,521425,"PA4"
"WARNECKE.IN2-173","PROV","OPT",92,92,0,0,132.57,261254,5399004,"PA4"
"WARNECKE.IN2-183","PROV","OPT",87,87,0,0,297.91,138541,6251012,"PA4"
"WARNECKE.IN2-193","FEAS","SUB",85,83,1,1,600,966390,24404696,"PA4"
"WARNECKE.IN2-203","FEAS","SUB",80,78,1,1,600.06,479648,15612435,"PA4"
"WARNECKE.IN2-213","FEAS","OPT",76,75,0,0,600,441668,24278511,"PA4"
"WARNECKE.IN2-223","FEAS","SUB",74,72,1,1,600,1043381,24419735,"PA4"
"WARNECKE.IN2-233","FEAS","SUB",71,68,2,2,600,137211,15630111,"PA4"
"WARNECKE.IN2-243","FEAS","SUB",69,66,3,3,600,747968,17375039,"PA4"
"WARNECKE.IN2-253","FEAS","SUB",66,63,2,2,600,81526,12161233,"PA4"
"WARNECKE.IN2-263","FEAS","OPT",64,62,0,0,600,123507,15332078,"PA4"
"WARNECKE.IN2-273","FEAS","SUB",61,59,1,1,600,173153,16175890,"PA4"
"WARNECKE.IN2-283","FEAS","OPT",59,57,0,0,600,47444,10116167,"PA4"
"WARNECKE.IN2-293","FEAS","SUB",57,55,1,1,600,75256,11588360,"PA4"
"WEE-MAG.IN2-33","PROV","OPT",500,500,0,0,0.09,0,128,"PA4"
"WEE-MAG.IN2-43","PROV","OPT",375,375,0,0,0.15,0,211,"PA4"
"WEE-MAG.IN2-53","PROV","OPT",300,300,0,0,0.3,246,1883,"PA4"
"WEE-MAG.IN2-63","PROV","OPT",250,250,0,0,0.33,387,3850,"PA4"
"WEE-MAG.IN2-73","PROV","OPT",215,215,0,0,0.17,0,329,"PA4"
"WEE-MAG.IN2-83","PROV","OPT",188,188,0,0,0.94,1644,18859,"PA4"
"WEE-MAG.IN2-93","PROV","OPT",167,167,0,0,0.42,612,6878,"PA4"
"WEE-MAG.IN2-103","PROV","OPT",150,150,0,0,68.25,196845,2369249,"PA4"
"WEE-MAG.IN2-113","PROV","OPT",137,137,0,0,1.82,2866,23778,"PA4"
"WEE-MAG.IN2-123","PROV","OPT",125,125,0,0,7.81,17321,197798,"PA4"
"WEE-MAG.IN2-133","PROV","OPT",116,116,0,0,2.78,4445,42377,"PA4"
"WEE-MAG.IN2-143","FEAS","SUB",109,108,1,1,600.01,490512,12782043,"PA4"
"WEE-MAG.IN2-153","PROV","OPT",100,100,0,0,139.6,107151,4799810,"PA4"
"WEE-MAG.IN2-163","PROV","OPT",94,94,0,0,3.64,7625,59473,"PA4"
"WEE-MAG.IN2-173","FEAS","SUB",90,89,1,1,600.01,713148,12667011,"PA4"
"WEE-MAG.IN2-183","FEAS","SUB",87,84,0,3,600.06,95796,10915071,"PA4"
"WEE-MAG.IN2-193","FEAS","SUB",85,84,1,1,600.02,375457,13408002,"PA4"
"WEE-MAG.IN2-203","PROV","OPT",77,77,0,0,108.64,94664,2428902,"PA4"
"WEE-MAG.IN2-213","PROV","OPT",72,72,0,0,13.31,17369,291872,"PA4"
"WEE-MAG.IN2-223","PROV","OPT",69,69,0,0,234.58,186038,6335930,"PA4"
"WEE-MAG.IN2-233","FEAS","SUB",68,66,1,1,600.1,410682,14780613,"PA4"
"WEE-MAG.IN2-243","FEAS","SUB",67,66,1,1,600.01,504978,14314228,"PA4"
"WEE-MAG.IN2-253","FEAS","SUB",66,65,1,1,600.09,275683,12880443,"PA4"
"WEE-MAG.IN2-263","FEAS","OPT",65,63,0,0,600.03,767642,13635697,"PA4"
"WEE-MAG.IN2-273","FEAS","OPT",65,63,0,0,600.01,1317961,15761693,"PA4"
"WEE-MAG.IN2-283","FEAS","SUB",64,63,0,1,600.01,981699,13885607,"PA4"
"WEE-MAG.IN2-293","PROV","OPT",63,63,0,0,8.36,17669,46622,"PA4"
"WEE-MAG.IN2-303","PROV","OPT",56,56,0,0,10.39,16499,175647,"PA4"
"LUTZ3.IN2-33","PROV","OPT",548,548,0,0,0.21,0,298,"PA4"
"LUTZ3.IN2-43","PROV","OPT",411,411,0,0,0.26,0,364,"PA4"
"LUTZ3.IN2-53","PROV","OPT",329,329,0,0,0.21,0,470,"PA4"
"LUTZ3.IN2-63","PROV","OPT",275,275,0,0,0.48,212,2206,"PA4"
"LUTZ3.IN2-73","PROV","OPT",236,236,0,0,0.48,670,7260,"PA4"
"LUTZ3.IN2-83","PROV","OPT",207,207,0,0,0.55,472,6364,"PA4"
"LUTZ3.IN2-93","PROV","OPT",184,184,0,0,8.92,52693,246276,"PA4"
"LUTZ3.IN2-103","PROV","OPT",165,165,0,0,1.32,713,20837,"PA4"
"LUTZ3.IN2-113","PROV","OPT",151,151,0,0,9.95,55097,301964,"PA4"
"LUTZ3.IN2-123","PROV","OPT",138,138,0,0,1.47,170,11369,"PA4"
"LUTZ3.IN2-133","PROV","OPT",128,128,0,0,4.99,1617,77918,"PA4"
"LUTZ3.IN2-143","PROV","OPT",118,118,0,0,3.6,3692,63938,"PA4"
"LUTZ3.IN2-153","PROV","OPT",110,110,0,0,8.34,27165,154283,"PA4"
"LUTZ3.IN2-163","PROV","OPT",105,105,0,0,12.3,18864,343250,"PA4"
"LUTZ3.IN2-173","PROV","OPT",98,98,0,0,9.98,7804,121736,"PA4"
"LUTZ3.IN2-183","PROV","OPT",93,93,0,0,29.1,14991,586658,"PA4"
"LUTZ3.IN2-193","PROV","OPT",89,89,0,0,22.22,23689,471481,"PA4"
"LUTZ3.IN2-203","PROV","OPT",85,85,0,0,76.85,31850,1655715,"PA4"
"LUTZ3.IN2-213","PROV","OPT",80,80,0,0,7.06,5662,139375,"PA4"
"LUTZ3.IN2-223","PROV","OPT",76,76,0,0,26.47,9344,455924,"PA4"
"LUTZ3.IN2-233","PROV","OPT",74,74,0,0,37.75,16778,446245,"PA4"
"MUKHERJE.IN2-33","PROV","OPT",1403,1403,0,0,0.17,0,297,"PA4"
"MUKHERJE.IN2-43","PROV","OPT",1052,1052,0,0,0.47,485,2005,"PA4"
"MUKHERJE.IN2-53","PROV","OPT",844,844,0,0,0.3,0,404,"PA4"
"MUKHERJE.IN2-63","PROV","OPT",704,704,0,0,0.84,927,6239,"PA4"
"MUKHERJE.IN2-73","PROV","OPT",621,621,0,0,0.83,1068,5639,"PA4"
"MUKHERJE.IN2-83","PROV","OPT",532,532,0,0,1.84,1755,21190,"PA4"
"MUKHERJE.IN2-93","PROV","OPT",471,471,0,0,2.69,2343,34707,"PA4"
"MUKHERJE.IN2-103","PROV","OPT",424,424,0,0,0.44,0,954,"PA4"
"MUKHERJE.IN2-113","PROV","OPT",391,391,0,0,2.21,1972,15252,"PA4"
"MUKHERJE.IN2-123","PROV","OPT",358,358,0,0,2.71,2923,22154,"PA4"
"MUKHERJE.IN2-133","PROV","OPT",325,325,0,0,395.96,1897823,4831097,"PA4"
"MUKHERJE.IN2-143","PROV","OPT",311,311,0,0,127.93,618101,1513192,"PA4"
"MUKHERJE.IN2-153","PROV","OPT",288,288,0,0,78.76,300044,1289585,"PA4"
"MUKHERJE.IN2-163","FEAS","SUB",269,268,1,1,600,1899425,16080711,"PA4"
"MUKHERJE.IN2-173","PROV","OPT",251,251,0,0,1.92,835,10158,"PA4"
"MUKHERJE.IN2-183","PROV","OPT",239,239,0,0,333.39,1902665,7018069,"PA4"
"MUKHERJE.IN2-193","PROV","OPT",226,226,0,0,2.39,2221,24888,"PA4"
"MUKHERJE.IN2-203","FEAS","SUB",221,220,1,1,600.01,2076777,11059745,"PA4"
"MUKHERJE.IN2-213","PROV","OPT",208,208,0,0,5.62,6589,44488,"PA4"
"MUKHERJE.IN2-223","FEAS","SUB",201,200,1,1,600.01,1953901,10264650,"PA4"
